Rank,Name,Count,White,Black,API,AIAN,2+ Races,Hispanic
595,Clayton,56638,69.14%,25.47%,0.45%,0.53%,2.23%,2.18%
599,Collier,56380,66.97%,27.39%,0.47%,0.60%,2.41%,2.15%
601,Carey,56322,80.90%,13.52%,0.60%,0.67%,2.05%,2.25%
607,Conley,55917,79.78%,15.39%,0.42%,0.55%,2.02%,1.85%
609,Copeland,55850,65.85%,28.28%,0.46%,0.71%,2.39%,2.31%
614,Cameron,55240,75.52%,17.86%,0.66%,0.73%,2.09%,3.14%
624,Combs,54257,86.08%,9.13%,0.45%,0.57%,1.86%,1.91%
626,Christian,54198,66.41%,24.57%,2.33%,0.59%,2.49%,3.62%
649,Chase,52481,81.84%,11.39%,0.72%,1.47%,2.07%,2.50%
670,Cisneros,50920,4.58%,0.20%,0.20%,0.12%,0.17%,94.73%
674,Choi,50786,1.57%,0.31%,96.09%,0.01%,1.49%,0.54%
682,Callahan,50524,89.80%,5.28%,0.60%,0.53%,1.55%,2.23%
684,Cline,50258,92.86%,2.15%,0.51%,0.87%,1.61%,2.00%
704,Cantú,49126,7.85%,0.62%,0.20%,0.23%,0.21%,90.89%
708,Clay,48844,52.74%,40.50%,0.49%,0.94%,2.90%,2.43%
751,Cortés,46229,4.83%,0.40%,2.06%,0.09%,0.22%,92.40%
762,Cordova,45305,10.25%,0.63%,1.34%,0.76%,0.51%,86.51%
779,Conway,44320,81.76%,12.47%,0.63%,0.71%,1.94%,2.49%
790,Cuevas,43701,7.35%,0.28%,1.74%,0.16%,0.23%,90.24%
803,Calhoun,43180,61.69%,32.99%,0.48%,0.52%,2.26%,2.07%
805,Chung,43110,2.25%,2.28%,90.01%,0.03%,4.02%,1.40%
832,Corona,41553,8.59%,0.30%,0.43%,0.15%,0.25%,90.28%
848,Conrad,40707,92.02%,3.14%,0.62%,0.58%,1.48%,2.16%
851,Crosby,40563,70.03%,24.02%,0.54%,0.72%,2.19%,2.50%
885,Case,39319,92.33%,2.12%,0.65%,1.01%,1.73%,2.16%
904,Costa,38265,83.16%,2.26%,1.82%,0.39%,2.11%,10.25%
905,Correa,38232,10.37%,1.00%,1.71%,0.30%,1.22%,85.39%
908,Clements,38044,84.86%,9.92%,0.50%,0.62%,1.85%,2.25%
916,Crane,37870,90.11%,4.26%,0.62%,0.62%,1.78%,2.61%
931,Cano,37368,6.59%,0.40%,1.17%,0.24%,0.33%,91.27%
955,Coffey,36423,88.38%,6.72%,0.52%,0.74%,1.70%,1.94%
966,Church,36072,89.18%,5.75%,0.47%,0.82%,1.63%,2.16%
970,Cherry,35877,58.97%,35.45%,0.65%,0.40%,2.49%,2.04%
971,Compton,35830,87.26%,7.81%,0.47%,0.69%,1.72%,2.04%
988,Cantrell,35266,89.67%,4.68%,0.45%,1.18%,1.93%,2.09%
1038,Cho,33490,1.88%,(S),95.12%,(S),1.92%,0.80%
1044,Cotton,33374,51.36%,42.34%,0.30%,0.90%,2.75%,2.35%
1054,Cooley,33231,77.81%,16.87%,0.46%,0.94%,1.98%,1.94%
1056,Cooke,33223,77.96%,15.80%,0.56%,1.17%,2.03%,2.47%
1059,Chaney,33201,71.01%,22.95%,0.52%,0.77%,2.39%,2.37%
1063,Cheng,32982,1.86%,0.20%,94.63%,0.03%,2.22%,1.06%
1066,Carney,32897,85.44%,8.77%,0.57%,1.10%,1.74%,2.39%
1071,Cardona,32727,6.32%,0.47%,0.97%,0.17%,0.31%,91.77%
1074,Cowan,32586,79.49%,15.13%,0.49%,0.56%,2.00%,2.33%
1079,Carver,32415,89.29%,5.83%,0.45%,0.57%,1.69%,2.17%
1093,Costello,32043,90.85%,1.34%,0.69%,0.32%,1.34%,5.46%
1110,Carrasco,31575,5.62%,0.44%,0.79%,0.28%,0.25%,92.62%
1116,Craft,31452,80.99%,14.56%,0.39%,0.38%,1.89%,1.79%
1127,Cleveland,31123,66.41%,25.78%,0.58%,2.85%,2.31%,2.07%
1128,Crowley,31098,90.11%,5.35%,0.64%,0.35%,1.60%,1.95%
1138,Castellanos,30859,4.13%,0.40%,0.22%,0.10%,0.13%,95.03%
1150,Childers,30570,90.25%,4.01%,0.51%,0.98%,1.86%,2.39%
1164,Cordero,30158,7.71%,0.72%,4.79%,0.29%,0.75%,85.73%
1172,Crowe,29953,87.53%,5.39%,0.52%,2.33%,2.04%,2.19%
1189,Camp,29753,85.05%,9.83%,0.59%,0.84%,1.66%,2.02%
1190,Connolly,29710,94.90%,0.73%,0.71%,0.31%,1.23%,2.11%
1192,Cramer,29691,93.69%,1.47%,0.66%,0.39%,1.62%,2.18%
1200,Cash,29476,78.56%,15.54%,0.58%,0.67%,1.95%,2.70%
1207,Connor,29346,81.54%,12.48%,0.80%,0.54%,1.86%,2.78%
1214,Christopher,29067,73.71%,18.90%,1.27%,0.50%,2.17%,3.45%
1224,Caballero,28903,6.32%,0.75%,3.07%,0.22%,0.38%,89.25%
1231,Chamberlain,28727,87.49%,5.95%,0.63%,0.85%,1.65%,3.43%
1235,Carranza,28581,3.95%,0.19%,0.90%,0.15%,0.18%,94.62%
1238,Chu,28508,2.61%,(S),92.14%,(S),3.30%,1.68%
1242,Childs,28359,63.30%,30.85%,0.45%,0.97%,2.36%,2.06%
1255,Chacón,27982,6.50%,0.31%,0.56%,0.46%,0.21%,91.96%
1274,Coronado,27626,5.21%,0.24%,1.02%,0.76%,0.21%,92.56%
1279,Chin,27487,5.90%,6.74%,76.08%,0.09%,8.12%,3.06%
1294,Courtney,27205,84.64%,9.70%,0.58%,0.69%,1.86%,2.54%
1298,Covington,27068,48.90%,45.18%,0.34%,0.66%,2.78%,2.14%
1300,Clemons,27022,51.48%,42.55%,0.34%,0.64%,2.91%,2.08%
1307,Corbin,26876,75.18%,19.85%,0.45%,0.44%,2.12%,1.97%
1310,Carmona,26774,6.04%,0.61%,0.99%,0.25%,0.23%,91.88%
1323,Couch,26615,87.30%,7.28%,0.50%,0.71%,1.96%,2.24%
1325,Cassidy,26590,92.64%,2.22%,0.69%,0.39%,1.41%,2.66%
1346,Corbett,26246,80.45%,14.81%,0.51%,0.46%,1.57%,2.20%
1354,Crabtree,26104,93.91%,1.12%,0.56%,0.85%,1.79%,1.78%
1421,Coffman,24980,92.65%,1.97%,0.50%,0.72%,1.73%,2.42%
1423,Curran,24969,95.05%,0.37%,0.66%,0.31%,1.40%,2.21%
1424,Childress,24937,78.33%,16.39%,0.44%,0.54%,2.14%,2.16%
1439,Clifton,24758,81.19%,13.11%,0.44%,0.73%,2.21%,2.33%
1460,Crowder,24396,66.54%,28.03%,0.39%,0.69%,2.27%,2.07%
1462,Canales,24384,6.57%,0.62%,0.72%,0.17%,0.26%,91.66%
1475,Crews,24219,75.32%,19.29%,0.50%,0.48%,2.09%,2.31%
1482,Crow,24089,89.27%,2.76%,0.52%,2.35%,2.37%,2.73%
1497,Crouch,23923,90.30%,5.38%,0.56%,0.51%,1.40%,1.85%
1501,Conklin,23846,93.04%,1.25%,0.64%,0.86%,1.80%,2.42%
1505,Clement,23830,81.28%,11.37%,1.24%,1.07%,1.85%,3.18%
1507,Crockett,23769,61.67%,32.34%,0.48%,0.53%,2.74%,2.24%
1512,Coates,23725,69.11%,24.65%,0.59%,0.45%,2.09%,3.10%
1516,Chappell,23634,75.20%,19.65%,0.54%,0.50%,2.17%,1.95%
1537,Connelly,23398,91.99%,3.03%,0.68%,0.58%,1.38%,2.34%
1541,Coker,23348,82.08%,12.28%,0.42%,1.25%,1.70%,2.28%
1557,Cabral,23128,44.82%,2.70%,3.87%,0.33%,2.17%,46.11%
1570,Colbert,22940,45.91%,45.48%,0.45%,1.99%,3.58%,2.59%
1579,Casillas,22710,5.02%,0.18%,0.23%,0.33%,0.20%,94.05%
1589,Connell,22552,91.78%,3.41%,0.54%,0.43%,1.44%,2.40%
1592,Colvin,22499,75.23%,18.65%,0.56%,0.64%,2.07%,2.84%
1609,Cuéllar,22324,7.17%,0.30%,0.40%,0.30%,0.23%,91.61%
1618,Clifford,22245,89.17%,3.70%,0.74%,1.84%,1.60%,2.96%
1626,Cartwright,22156,77.00%,16.69%,0.56%,0.74%,2.68%,2.33%
1646,Carbajal,21838,4.06%,0.38%,0.52%,0.22%,0.12%,94.68%
1672,Cornell,21558,88.57%,5.12%,0.96%,0.67%,1.87%,2.82%
1681,Côté,21446,93.85%,0.46%,0.77%,0.57%,1.48%,2.86%
1698,Carlton,21202,79.69%,14.68%,0.51%,0.62%,2.10%,2.39%
1725,Coulter,20757,85.65%,9.28%,0.53%,0.39%,2.11%,2.03%
1727,Crump,20737,59.11%,35.77%,0.38%,0.32%,2.18%,2.24%
1731,Cummins,20705,90.00%,3.97%,0.63%,1.04%,2.11%,2.26%
1737,Cahill,20623,94.54%,1.00%,0.64%,0.33%,1.33%,2.15%
1744,Castle,20534,88.04%,6.74%,0.59%,0.38%,1.61%,2.64%
1757,Crocker,20370,87.26%,8.24%,0.39%,0.62%,1.42%,2.07%
1758,Caruso,20367,94.73%,0.30%,0.49%,0.14%,1.00%,3.33%
1763,Carlisle,20365,79.31%,15.07%,0.53%,0.80%,2.16%,2.14%
1775,Cornelius,20160,72.22%,19.81%,0.87%,2.57%,2.15%,2.38%
1796,Cullen,20000,92.68%,1.77%,0.99%,0.33%,1.90%,2.34%
1800,Coyle,19931,94.13%,1.18%,0.72%,0.68%,1.44%,1.85%
1813,Casas,19777,5.77%,0.18%,1.58%,0.15%,0.27%,92.05%
1823,Connors,19637,92.36%,2.93%,0.68%,0.61%,1.48%,1.94%
1825,Carmichael,19628,72.33%,22.18%,0.59%,0.47%,2.20%,2.24%
1828,Cody,19600,77.45%,14.46%,0.45%,3.08%,2.38%,2.17%
1854,Christiansen,19340,93.69%,0.44%,0.73%,0.95%,1.37%,2.82%
1883,Cronin,19078,95.30%,0.27%,0.68%,0.28%,1.44%,2.03%
1913,Caudill,18822,95.45%,0.37%,0.49%,0.48%,1.53%,1.68%
1920,Cheung,18765,1.80%,0.24%,95.13%,0.03%,2.03%,0.77%
1931,Christie,18681,78.40%,13.20%,1.51%,2.20%,1.83%,2.86%
1953,Chavarría,18492,4.81%,0.46%,0.28%,0.59%,0.26%,93.59%
1964,Cope,18410,90.50%,4.17%,0.55%,0.85%,1.83%,2.10%
1983,Capps,18194,93.83%,1.22%,0.45%,0.89%,1.62%,2.00%
1984,Cates,18190,86.89%,6.94%,0.64%,1.00%,1.84%,2.70%
1985,Covarrubias,18189,3.30%,0.07%,0.58%,0.16%,0.13%,95.77%
1989,Cao,18138,1.38%,(S),95.22%,(S),1.05%,2.12%
1995,Crenshaw,18096,52.05%,42.13%,0.37%,0.46%,2.51%,2.47%
2010,Crum,17944,86.41%,9.07%,0.42%,0.49%,1.44%,2.17%
2012,Corley,17931,74.48%,20.10%,0.44%,0.64%,1.86%,2.49%
2035,Cerda,17703,5.47%,0.24%,0.34%,0.27%,0.16%,93.51%
2038,Crain,17650,85.80%,8.39%,0.55%,0.99%,1.69%,2.59%
2039,Cagle,17647,91.48%,3.28%,0.43%,1.20%,1.80%,1.81%
2042,Crespo,17629,8.95%,0.84%,0.95%,0.10%,0.32%,88.84%
2043,Calvert,17619,87.94%,6.39%,0.69%,0.91%,1.92%,2.16%
2044,Corcoran,17607,94.17%,0.33%,0.69%,0.64%,1.29%,2.88%
2045,Cornejo,17591,4.49%,0.18%,1.72%,0.11%,0.24%,93.26%
2049,Cavanaugh,17577,91.11%,2.72%,0.53%,1.74%,1.60%,2.30%
2051,Culver,17566,82.69%,11.41%,0.50%,0.64%,2.07%,2.69%
2058,Champion,17527,71.46%,20.16%,0.45%,0.38%,2.07%,5.49%
2071,Crowell,17467,79.44%,14.57%,0.94%,0.63%,2.18%,2.24%
2078,Ceja,17423,2.31%,0.12%,0.07%,0.09%,0.06%,97.34%
2081,Cormier,17377,82.56%,12.88%,0.42%,0.40%,1.49%,2.24%
2084,Cavazos,17361,6.92%,0.20%,0.17%,0.17%,0.19%,92.35%
2100,Currie,17234,68.67%,25.99%,0.49%,0.53%,2.13%,2.19%
2116,Coon,17097,91.71%,2.12%,0.73%,1.63%,1.61%,2.19%
2122,Chow,17059,3.51%,0.59%,87.04%,0.04%,4.79%,4.03%
2141,Cottrell,16930,83.38%,11.50%,0.50%,0.47%,1.94%,2.20%
2148,Comer,16893,82.57%,12.47%,0.47%,0.67%,1.72%,2.10%
2157,Coe,16819,82.78%,11.15%,1.11%,0.46%,1.94%,2.56%
2158,Corral,16808,7.72%,0.25%,1.01%,0.27%,0.26%,90.49%
2163,Crandall,16781,92.72%,2.61%,0.63%,0.36%,1.63%,2.06%
2175,Calloway,16689,38.58%,55.26%,0.37%,0.35%,3.29%,2.16%
2181,Chau,16667,1.64%,(S),94.44%,(S),1.83%,1.91%
2184,Conroy,16651,93.96%,0.67%,0.62%,0.71%,1.20%,2.84%
2203,Carrera,16533,9.09%,0.64%,1.46%,0.19%,0.24%,88.37%
2222,Chadwick,16415,88.41%,5.64%,0.49%,0.62%,1.89%,2.95%
2242,Clinton,16263,65.28%,27.15%,0.68%,1.25%,2.77%,2.86%
2254,Cazares,16134,2.81%,0.22%,0.14%,0.14%,0.11%,96.58%
2273,Cheek,16020,79.86%,14.03%,0.56%,1.33%,2.15%,2.07%
2280,Cleary,15980,92.38%,3.16%,0.51%,0.22%,1.29%,2.45%
2286,Coats,15943,73.19%,20.50%,0.47%,0.93%,2.09%,2.82%
2297,Chapa,15865,8.15%,0.39%,0.69%,0.43%,0.16%,90.17%
2322,Cornett,15733,91.78%,3.87%,0.49%,0.58%,1.69%,1.59%
2326,Coley,15671,50.70%,42.86%,0.58%,0.87%,2.72%,2.27%
2331,Cutler,15621,86.47%,8.32%,0.77%,0.52%,1.77%,2.15%
2340,Corey,15569,88.37%,6.13%,0.76%,0.62%,1.62%,2.50%
2341,Craven,15567,89.31%,5.83%,0.53%,0.53%,1.83%,1.97%
2350,Ceballos,15515,3.97%,0.33%,1.13%,0.24%,0.32%,94.01%
2355,Chatman,15473,14.38%,79.18%,0.28%,0.22%,3.66%,2.29%
2357,Carlos,15462,13.38%,3.70%,11.84%,1.08%,1.42%,68.59%
2376,Call,15324,93.11%,1.14%,0.67%,0.40%,1.59%,3.10%
2392,Chong,15146,3.20%,1.72%,78.89%,0.10%,7.30%,8.79%
2404,Conn,15089,91.32%,2.90%,0.58%,0.99%,1.72%,2.49%
2408,Chester,15066,66.05%,27.12%,0.82%,1.69%,2.25%,2.08%
2442,Chavis,14844,28.15%,39.71%,0.46%,23.82%,4.32%,3.53%
2478,Cloud,14555,68.82%,17.24%,0.47%,6.85%,3.41%,3.22%
2484,Crook,14526,83.28%,11.32%,0.65%,0.88%,1.72%,2.15%
2488,Centeno,14510,4.80%,0.74%,4.30%,0.10%,0.56%,89.50%
2493,Carnes,14487,88.64%,5.63%,0.55%,0.99%,1.70%,2.48%
2505,Coles,14449,43.62%,48.71%,0.60%,0.35%,3.62%,3.11%
2510,Coughlin,14434,95.57%,0.30%,0.67%,0.25%,1.07%,2.14%
2521,Collazo,14369,6.53%,0.96%,0.24%,0.10%,0.24%,91.92%
2538,Creech,14264,90.57%,5.48%,0.41%,0.60%,1.59%,1.35%
2540,Chance,14256,74.01%,18.82%,0.79%,1.30%,2.38%,2.69%
2542,Clemens,14231,91.08%,3.46%,0.54%,0.39%,1.88%,2.64%
2597,Coy,13875,82.79%,5.89%,0.59%,0.55%,1.96%,8.22%
2610,Callaway,13819,78.33%,16.32%,0.44%,0.60%,1.87%,2.45%
2621,Christy,13750,88.41%,5.11%,1.46%,1.00%,1.51%,2.50%
2625,Coburn,13741,85.21%,9.62%,0.55%,0.56%,1.78%,2.28%
2637,Chastain,13655,94.28%,0.66%,0.48%,0.83%,1.62%,2.12%
2650,Crouse,13598,94.54%,0.96%,0.64%,0.72%,1.49%,1.64%
2655,Cheney,13573,90.17%,3.16%,0.83%,1.51%,1.93%,2.40%
2692,Carrier,13377,86.83%,8.22%,0.40%,0.72%,1.78%,2.06%
2706,Carrington,13320,45.74%,47.12%,0.38%,0.50%,2.84%,3.41%
2735,Chiu,13174,2.33%,(S),92.11%,(S),2.28%,3.17%
2740,Chun,13141,3.71%,0.46%,81.00%,0.04%,8.31%,6.48%
2752,Condon,13109,93.33%,1.00%,0.70%,1.67%,1.23%,2.07%
2756,Culp,13081,86.76%,8.09%,0.60%,0.67%,1.67%,2.22%
2766,Croft,13047,86.60%,8.60%,0.54%,0.48%,1.66%,2.13%
2789,Carreón,12941,4.95%,0.19%,9.00%,0.12%,0.75%,84.99%
2802,Cheatham,12852,55.84%,38.43%,0.35%,0.45%,2.59%,2.33%
2812,Cardoza,12824,29.74%,2.83%,1.26%,0.25%,1.36%,64.57%
2817,Caron,12810,94.35%,0.59%,0.75%,0.37%,1.20%,2.75%
2830,Crisp,12741,81.74%,12.57%,0.60%,0.80%,2.04%,2.25%
2871,Clancy,12556,90.81%,4.59%,0.82%,0.33%,1.39%,2.05%
2872,Caraballo,12546,7.14%,1.66%,0.45%,0.04%,0.31%,90.40%
2874,Crawley,12523,59.98%,33.97%,0.35%,0.67%,2.87%,2.16%
2878,Chisholm,12503,65.08%,28.51%,0.65%,0.77%,2.41%,2.59%
2883,Cooney,12455,92.85%,2.62%,0.59%,0.34%,1.24%,2.37%
2889,Clevenger,12428,94.98%,0.39%,0.60%,0.64%,1.42%,1.97%
2905,Casper,12351,93.14%,2.24%,0.71%,0.42%,1.38%,2.10%
2906,Cintrón,12349,7.23%,1.77%,0.43%,0.15%,0.17%,90.25%
2909,Concepción,12332,4.68%,1.60%,21.42%,0.11%,2.13%,70.06%
2920,Cáceres,12269,5.88%,0.43%,1.54%,(S),(S),91.78%
2930,Churchill,12235,89.11%,5.29%,0.57%,0.82%,2.01%,2.21%
2936,Curley,12211,70.66%,8.29%,0.59%,16.49%,1.63%,2.34%
2950,Cornwell,12168,90.33%,5.14%,0.51%,0.39%,1.66%,1.97%
2977,Carlin,12035,83.69%,1.50%,0.85%,0.37%,1.06%,12.53%
2982,Champagne,12023,84.56%,9.47%,0.42%,1.53%,1.73%,2.29%
2988,Christman,11987,92.27%,2.76%,0.60%,0.58%,1.74%,2.04%
2997,Chowdhury,11961,2.23%,0.33%,93.57%,0.67%,2.41%,0.79%
3001,Christianson,11951,94.34%,0.38%,0.54%,0.71%,1.66%,2.36%
3004,Cecil,11941,90.55%,3.83%,1.09%,0.72%,1.47%,2.34%
3010,Cotter,11904,94.52%,0.71%,0.75%,0.54%,1.35%,2.13%
3029,Cyr,11829,95.44%,0.24%,0.58%,0.41%,1.45%,1.88%
3037,Cardwell,11791,82.00%,12.39%,0.38%,0.67%,2.10%,2.45%
3071,Carl,11689,88.12%,4.00%,1.40%,2.09%,1.61%,2.79%
3083,Cason,11657,64.44%,30.21%,0.49%,0.69%,2.13%,2.04%
3095,Cowart,11621,81.22%,14.22%,0.30%,0.56%,1.94%,1.77%
3112,Cepeda,11572,3.94%,1.07%,3.32%,(S),(S),90.72%
3117,Cadena,11560,6.25%,0.35%,0.30%,0.17%,0.24%,92.68%
3117,Canfield,11560,94.12%,1.11%,0.64%,0.36%,1.60%,2.17%
3120,Cota,11554,28.86%,0.37%,0.41%,1.14%,0.69%,68.53%
3130,Coyne,11525,95.36%,0.30%,0.67%,0.30%,1.45%,1.92%
3138,Cary,11506,81.99%,12.62%,0.61%,0.54%,1.74%,2.50%
3168,Corrigan,11396,95.10%,0.37%,0.68%,0.14%,1.22%,2.48%
3171,Causey,11387,74.30%,21.63%,0.39%,0.39%,1.69%,1.60%
3179,Choate,11372,89.69%,3.15%,0.60%,1.76%,2.32%,2.49%
3184,Corrales,11348,5.30%,0.30%,3.56%,0.40%,0.34%,90.10%
3197,Cardoso,11304,33.53%,6.02%,0.96%,0.14%,0.68%,58.66%
3198,Carman,11302,89.97%,2.65%,0.89%,1.34%,2.00%,3.15%
3204,Colby,11278,93.16%,1.63%,0.80%,0.47%,1.70%,2.23%
3212,Castellano,11238,51.38%,0.42%,2.68%,0.15%,1.16%,44.22%
3237,Camarena,11154,3.69%,0.17%,0.17%,0.19%,0.17%,95.61%
3241,Clary,11139,86.34%,8.44%,0.54%,0.60%,1.91%,2.17%
3261,Camarillo,11066,4.67%,0.32%,2.10%,0.20%,0.56%,92.16%
3302,Carvalho,10877,76.84%,4.96%,4.12%,0.12%,5.31%,8.64%
3324,Custer,10790,93.41%,1.57%,0.61%,1.01%,1.49%,1.91%
3346,Christenson,10707,94.10%,0.53%,0.66%,0.64%,1.64%,2.42%
3360,Clawson,10631,92.85%,2.32%,0.54%,0.98%,1.38%,1.93%
3362,Crider,10621,89.82%,5.60%,0.56%,0.31%,1.96%,1.75%
3371,Carbone,10591,93.20%,0.37%,0.54%,0.31%,1.03%,4.55%
3383,Charlton,10555,79.64%,14.89%,0.63%,0.49%,1.98%,2.37%
3392,Cedillo,10538,3.55%,0.12%,0.38%,0.14%,0.15%,95.65%
3397,Conti,10526,92.56%,0.80%,1.04%,0.12%,1.23%,4.26%
3401,Crist,10518,93.74%,1.75%,0.53%,0.30%,1.44%,2.23%
3403,Currier,10513,94.97%,0.34%,0.57%,0.45%,1.35%,2.32%
3423,Conde,10430,16.45%,6.52%,3.68%,0.97%,0.58%,71.80%
3432,Chao,10398,3.67%,0.18%,86.70%,0.05%,2.96%,6.43%
3437,Comstock,10390,94.06%,0.35%,0.68%,0.43%,1.67%,2.80%
3464,Carrión,10316,9.12%,1.86%,1.41%,0.23%,0.32%,87.06%
3471,Cosby,10300,49.68%,44.17%,0.33%,0.41%,2.74%,2.67%
3483,Caputo,10257,93.30%,0.54%,0.84%,0.13%,0.97%,4.23%
3489,Crooks,10244,74.51%,19.00%,0.61%,0.83%,2.34%,2.70%
3492,Culbertson,10240,91.07%,3.26%,0.63%,0.91%,1.50%,2.63%
3510,Chapin,10175,94.16%,0.93%,0.71%,0.61%,1.17%,2.42%
3518,Colwell,10140,91.85%,3.13%,0.61%,0.43%,1.37%,2.60%
3521,Culpepper,10135,72.24%,22.47%,0.36%,0.46%,2.02%,2.45%
3525,Correia,10126,81.47%,7.95%,2.06%,0.31%,2.82%,5.38%
3545,Caro,10064,20.40%,1.97%,2.62%,0.16%,0.84%,74.01%
3557,Calvillo,10032,5.46%,0.12%,0.22%,0.13%,0.20%,93.87%
3564,Colburn,10005,91.80%,1.79%,1.21%,0.79%,2.14%,2.27%
3571,Curiel,9983,4.53%,0.27%,0.25%,0.08%,0.17%,94.70%
3574,Catalano,9973,93.12%,0.28%,0.80%,0.12%,1.10%,4.57%
3583,Cone,9935,86.93%,7.66%,1.02%,0.66%,1.43%,2.30%
3595,Chamberlin,9897,92.84%,1.67%,0.72%,0.35%,1.73%,2.70%
3610,Chou,9834,2.15%,(S),94.11%,(S),2.41%,1.15%
3611,Caswell,9827,90.65%,3.96%,0.73%,0.82%,1.68%,2.16%
3616,Canada,9819,52.75%,31.12%,2.11%,0.96%,2.62%,10.44%
3626,Clemente,9797,40.29%,1.52%,11.17%,0.14%,1.45%,45.43%
3629,Chaffin,9782,88.71%,5.40%,0.55%,1.02%,2.03%,2.28%
3631,Coombs,9780,82.46%,12.01%,0.56%,0.49%,1.88%,2.59%
3651,Card,9742,82.91%,8.58%,0.72%,0.80%,1.73%,5.26%
3654,Cha,9732,2.09%,(S),93.52%,(S),2.07%,1.82%
3664,Counts,9713,79.51%,13.89%,0.45%,1.91%,2.19%,2.04%
3666,Colson,9710,77.02%,17.83%,0.65%,0.58%,1.97%,1.96%
