Rank,Name,Count,White,Black,API,AIAN,2+ Races,Hispanic
1028,Forbes,33813,70.42%,22.51%,0.79%,0.46%,2.22%,3.61%
1043,Ferrell,33418,74.71%,20.16%,0.41%,0.40%,1.90%,2.43%
1055,Fritz,33224,93.12%,2.27%,0.69%,0.37%,1.20%,2.35%
1065,Frey,32904,95.14%,0.93%,0.60%,0.25%,1.19%,1.89%
1083,Fulton,32258,71.16%,22.79%,0.53%,0.96%,2.21%,2.34%
1134,Flanagan,30887,88.84%,6.46%,0.61%,0.40%,1.34%,2.35%
1141,Finch,30769,78.76%,15.46%,0.67%,0.49%,2.01%,2.61%
1165,Franks,30155,82.06%,12.32%,0.54%,0.81%,1.99%,2.27%
1179,Farris,29877,81.56%,12.51%,0.52%,0.81%,2.09%,2.51%
1232,Fink,28701,95.55%,0.31%,0.61%,0.34%,1.11%,2.08%
1234,Foreman,28605,65.78%,27.13%,0.53%,1.56%,2.49%,2.50%
1260,Ferreira,27898,66.54%,3.04%,1.63%,0.46%,2.28%,26.05%
1358,Fraser,25961,78.47%,15.47%,0.89%,0.59%,1.96%,2.62%
1363,Fonseca,25863,18.23%,2.04%,1.07%,0.27%,0.82%,77.57%
1425,Fish,24924,91.87%,1.97%,0.66%,1.94%,1.66%,1.91%
1452,Field,24543,90.45%,3.52%,1.08%,0.55%,1.69%,2.71%
1459,Funk,24419,95.04%,0.38%,0.82%,0.29%,1.40%,2.06%
1481,Francisco,24095,29.20%,3.48%,19.00%,4.50%,1.90%,41.92%
1540,Feldman,23356,95.14%,0.43%,0.50%,0.08%,0.95%,2.90%
1569,Forrest,22954,73.39%,20.34%,0.64%,0.73%,2.44%,2.46%
1662,Feliciano,21667,8.10%,1.21%,5.64%,0.09%,0.90%,84.05%
1721,Finn,20852,90.90%,3.80%,0.65%,0.44%,1.31%,2.89%
1732,Ferris,20703,91.23%,2.21%,0.79%,1.25%,1.55%,2.98%
1774,Fountain,20193,61.91%,32.19%,0.42%,0.53%,2.37%,2.58%
1792,Fontenot,20035,76.68%,18.70%,0.40%,0.42%,1.60%,2.21%
1794,Farr,20011,83.02%,11.81%,0.73%,0.36%,1.83%,2.24%
1885,Fitch,19060,83.83%,8.97%,0.55%,1.46%,2.03%,3.16%
1942,Fair,18609,64.99%,29.24%,0.58%,0.42%,2.56%,2.21%
2007,Fernandes,18018,60.69%,10.13%,13.78%,0.43%,3.56%,11.41%
2013,Flaherty,17926,95.71%,0.45%,0.64%,0.27%,1.13%,1.80%
2018,Fong,17889,4.99%,1.15%,81.11%,0.04%,5.87%,6.83%
2041,Friend,17635,86.40%,7.30%,0.72%,0.73%,2.07%,2.78%
2063,Fagan,17501,84.18%,10.61%,0.55%,0.30%,1.57%,2.79%
2123,Ferrer,17057,11.91%,1.32%,18.83%,0.10%,1.30%,66.55%
2125,Flood,17053,79.27%,14.55%,0.62%,1.30%,1.78%,2.48%
2139,Finney,16939,70.41%,23.30%,0.73%,0.55%,2.75%,2.26%
2144,Frías,16911,7.83%,0.48%,3.13%,0.22%,0.56%,87.77%
2219,Foote,16425,80.82%,11.49%,0.48%,2.11%,2.23%,2.86%
2252,Farias,16153,14.73%,0.38%,0.78%,0.20%,1.00%,82.90%
2263,Faust,16066,84.64%,10.74%,0.63%,0.28%,1.44%,2.27%
2266,Felton,16044,49.01%,45.01%,0.41%,0.34%,2.77%,2.47%
2274,Fenton,16017,88.23%,6.52%,0.66%,0.43%,1.47%,2.70%
2398,Falcon,15125,22.52%,1.93%,1.30%,2.27%,0.86%,71.13%
2399,Flint,15123,85.21%,9.42%,0.61%,0.42%,1.85%,2.48%
2402,Fajardo,15100,4.86%,0.50%,13.28%,0.23%,0.91%,80.21%
2434,Farrar,14892,80.05%,13.87%,0.62%,0.49%,2.10%,2.87%
2440,Fay,14849,92.62%,1.70%,1.00%,0.44%,1.40%,2.84%
2467,François,14593,15.88%,78.04%,0.52%,0.36%,2.59%,2.61%
2505,Fournier,14449,91.94%,0.78%,0.57%,0.53%,1.23%,4.96%
2519,Fierro,14371,14.81%,0.21%,0.29%,0.49%,0.38%,83.81%
2563,Foss,14094,93.91%,0.98%,0.72%,0.62%,1.63%,2.13%
2581,Fairchild,13993,91.68%,2.87%,0.50%,0.58%,1.86%,2.52%
2596,Forrester,13878,84.01%,11.49%,0.36%,0.45%,1.51%,2.18%
2635,Ferrara,13669,93.29%,0.53%,0.66%,0.13%,0.89%,4.50%
2714,Felder,13257,27.25%,66.91%,0.35%,0.31%,2.95%,2.23%
2738,Fabian,13161,48.09%,1.88%,4.03%,0.18%,0.87%,44.94%
2784,Fuchs,12958,95.03%,0.25%,0.78%,0.22%,1.07%,2.64%
2786,Foy,12952,71.73%,22.44%,0.82%,0.47%,1.93%,2.62%
2900,Foust,12366,86.58%,8.75%,0.41%,0.47%,1.73%,2.05%
2903,Ferraro,12355,93.09%,0.70%,0.56%,0.08%,0.96%,4.62%
2939,Farnsworth,12203,94.97%,0.45%,0.52%,0.37%,1.25%,2.43%
2969,Frantz,12079,94.93%,0.91%,0.54%,0.56%,1.14%,1.92%
2982,Forte,12023,63.00%,27.82%,0.82%,0.27%,1.80%,6.28%
2991,Falk,11979,94.33%,0.50%,0.94%,0.23%,1.41%,2.59%
2994,Fallon,11974,93.11%,1.41%,0.72%,0.23%,1.32%,3.21%
3001,Fortner,11951,89.93%,5.41%,0.39%,0.85%,1.77%,1.65%
3005,France,11937,76.88%,16.98%,0.86%,0.74%,2.18%,2.36%
3012,Fontaine,11901,83.54%,9.66%,0.63%,0.38%,1.75%,4.04%
3015,Forman,11894,84.01%,10.86%,0.56%,0.45%,1.57%,2.55%
3020,Fraley,11876,91.85%,3.72%,0.46%,0.58%,1.56%,1.83%
3051,Fortune,11748,56.83%,36.81%,0.74%,0.95%,2.49%,2.19%
3068,Finnegan,11695,95.22%,0.45%,0.74%,0.11%,1.31%,2.16%
3084,Faulk,11656,70.24%,24.98%,0.32%,0.69%,1.88%,1.90%
3097,Fine,11618,91.71%,2.01%,1.67%,0.65%,1.64%,2.32%
3147,Forsythe,11489,90.07%,4.33%,0.57%,0.74%,1.69%,2.60%
3153,Franz,11462,94.04%,0.38%,0.99%,0.32%,1.02%,3.25%
3163,Fennell,11410,65.96%,28.44%,0.39%,0.37%,2.03%,2.80%
3187,Fultz,11342,85.05%,10.34%,0.34%,0.52%,1.99%,1.76%
3270,Freitas,11041,80.17%,1.77%,3.60%,0.26%,5.98%,8.21%
3284,Fanning,11007,88.27%,6.54%,0.46%,0.88%,1.84%,2.01%
3351,Feng,10687,1.89%,(S),96.40%,(S),1.06%,0.41%
3353,Farrow,10672,65.94%,27.46%,0.52%,1.09%,2.87%,2.13%
3377,Florez,10570,9.39%,0.56%,0.82%,0.72%,0.45%,88.05%
3409,Flannery,10497,95.48%,0.49%,0.47%,0.29%,1.34%,1.93%
3419,Fogle,10434,82.09%,13.71%,0.54%,0.36%,1.33%,1.96%
3441,Fugate,10375,91.07%,3.75%,0.43%,0.67%,2.02%,2.05%
3464,Fang,10316,2.84%,0.53%,93.78%,0.11%,1.44%,1.30%
3467,Ferry,10312,91.95%,3.26%,0.68%,0.35%,1.58%,2.18%
3555,Faber,10039,93.27%,2.34%,0.57%,1.08%,1.04%,1.71%
3586,Free,9923,86.82%,7.90%,0.44%,1.53%,1.53%,1.77%
3634,Fisk,9779,92.41%,1.99%,0.90%,0.48%,1.78%,2.43%
3699,Fiore,9606,93.15%,0.43%,0.54%,0.07%,1.00%,4.81%
3702,Frick,9597,94.73%,0.77%,0.70%,0.33%,1.31%,2.16%
3708,Fulmer,9570,93.53%,2.18%,0.48%,0.43%,1.36%,2.02%
3717,Freed,9541,94.86%,1.17%,0.78%,0.36%,1.11%,1.72%
3729,Findley,9505,83.60%,10.58%,0.47%,0.70%,1.85%,2.79%
3740,Feeney,9473,94.93%,0.56%,0.58%,0.22%,1.22%,2.48%
3743,Fairbanks,9466,83.87%,3.91%,0.79%,6.22%,2.84%,2.37%
3811,Fahey,9299,95.39%,0.39%,0.70%,0.20%,1.33%,1.99%
3820,Furman,9273,86.60%,8.01%,0.74%,0.29%,1.60%,2.76%
3826,Fitzsimmons,9260,94.30%,0.82%,0.69%,0.49%,1.63%,2.07%
3844,Farrington,9211,77.79%,17.20%,0.59%,0.27%,1.72%,2.44%
3865,Florence,9177,59.16%,34.65%,0.70%,0.41%,2.03%,3.05%
3895,Forster,9116,91.05%,3.64%,0.92%,0.45%,1.49%,2.45%
3945,Fredrickson,9026,95.13%,0.33%,0.68%,0.39%,1.56%,1.92%
3971,Faircloth,8954,89.78%,4.91%,0.36%,1.43%,1.69%,1.83%
3985,Freedman,8913,94.83%,1.16%,0.79%,0.06%,0.93%,2.24%
4012,Fleck,8852,95.38%,0.58%,0.64%,0.34%,1.25%,1.81%
4024,Fung,8837,3.42%,(S),87.56%,(S),3.72%,3.27%
4027,Frame,8827,91.83%,3.15%,1.00%,0.63%,1.72%,1.67%
4029,Fortin,8814,89.22%,1.33%,1.89%,0.52%,1.66%,5.38%
4043,Flanders,8787,85.39%,9.29%,0.57%,0.48%,1.59%,2.69%
4075,Foltz,8714,95.67%,0.49%,0.46%,0.24%,1.45%,1.69%
4101,Freeland,8653,83.51%,10.54%,0.51%,1.38%,2.09%,1.98%
4102,Fusco,8650,95.24%,0.36%,0.44%,0.07%,1.04%,2.86%
4150,Fries,8540,94.04%,1.07%,0.67%,0.25%,1.26%,2.72%
4162,Fullerton,8517,88.73%,6.00%,0.86%,0.60%,1.70%,2.11%
4194,Forsyth,8450,93.85%,1.20%,0.63%,0.36%,1.35%,2.63%
4197,Fan,8441,2.83%,(S),94.78%,(S),1.39%,0.62%
4235,Fu,8370,2.19%,(S),94.06%,(S),2.00%,1.46%
4267,Faison,8320,18.93%,75.17%,0.19%,0.41%,3.34%,1.96%
4274,Fuqua,8312,71.01%,23.40%,0.64%,0.37%,2.44%,2.14%
4304,Furr,8260,86.91%,8.26%,0.39%,0.53%,1.67%,2.24%
4311,Fogarty,8245,95.05%,1.04%,0.59%,0.15%,0.97%,2.20%
4364,Ferrari,8141,88.49%,0.92%,0.53%,0.10%,1.11%,8.86%
4376,Frasier,8124,64.97%,30.06%,0.47%,0.58%,2.08%,1.85%
4379,Fain,8122,81.83%,12.02%,0.70%,0.81%,2.04%,2.60%
4382,Fort,8117,62.22%,31.02%,0.46%,0.53%,2.08%,3.70%
4466,Fincher,7951,86.10%,9.41%,0.40%,0.83%,1.53%,1.72%
4469,Fellows,7948,89.20%,5.83%,0.62%,0.40%,1.74%,2.21%
4515,Fredericks,7848,80.71%,10.36%,1.07%,2.65%,2.41%,2.80%
4523,Flora,7837,89.70%,2.83%,3.00%,0.27%,1.31%,2.88%
4585,Frazer,7743,80.37%,12.67%,0.54%,0.99%,1.81%,3.62%
4615,Fontana,7685,90.83%,0.69%,0.83%,0.08%,1.09%,6.48%
4619,Fenner,7678,76.80%,17.57%,0.27%,0.72%,1.85%,2.79%
4630,Flick,7661,95.63%,0.30%,0.59%,0.30%,1.12%,2.06%
4640,Flanigan,7648,87.94%,8.08%,0.52%,0.31%,1.35%,1.79%
4649,Fortier,7634,91.58%,2.65%,0.47%,0.35%,1.49%,3.46%
4667,Folsom,7598,87.22%,4.38%,0.74%,2.30%,2.66%,2.70%
4702,Frausto,7547,6.02%,0.17%,0.16%,0.16%,0.20%,93.30%
4714,Fryer,7524,78.23%,16.47%,0.68%,0.53%,1.95%,2.14%
4721,Friesen,7512,93.72%,2.02%,0.65%,0.20%,1.14%,2.26%
4745,Freund,7465,95.89%,0.25%,0.66%,0.13%,0.94%,2.13%
4761,Favela,7439,3.02%,0.07%,0.19%,0.07%,0.11%,96.55%
4770,Falcone,7423,92.63%,0.48%,0.43%,0.13%,0.67%,5.64%
4777,Fiedler,7403,94.93%,0.59%,0.58%,0.46%,1.30%,2.13%
4802,Franke,7359,95.15%,0.48%,0.82%,0.24%,1.07%,2.24%
4843,Ferro,7273,75.99%,0.88%,1.18%,0.14%,0.77%,21.04%
4860,Frankel,7253,95.12%,0.66%,0.76%,0.08%,1.45%,1.93%
4865,Falls,7250,72.33%,21.85%,0.69%,0.50%,2.43%,2.21%
4885,Fazio,7210,94.58%,0.51%,0.51%,0.15%,0.82%,3.43%
4963,Feller,7085,94.59%,0.71%,0.64%,0.58%,1.58%,1.91%
5012,Fried,7010,95.91%,0.43%,0.77%,0.23%,1.10%,1.57%
5029,Friday,6980,61.48%,27.77%,0.73%,5.20%,1.98%,2.85%
5040,Fishman,6962,95.86%,(S),0.63%,(S),0.95%,1.98%
5068,Fielder,6917,74.79%,17.97%,0.49%,1.39%,2.65%,2.72%
5077,Farber,6897,95.33%,0.42%,0.52%,0.19%,0.91%,2.62%
5092,Fannin,6873,87.76%,8.28%,0.68%,0.26%,1.45%,1.56%
5097,Fredrick,6865,75.73%,17.96%,1.73%,0.67%,1.73%,2.17%
5122,Flagg,6834,63.05%,31.71%,0.47%,0.26%,2.46%,2.05%
5158,Furlong,6783,94.07%,0.34%,0.41%,0.22%,1.18%,3.77%
5172,Forney,6755,69.06%,24.28%,0.64%,0.46%,2.77%,2.80%
5182,Fulcher,6745,81.57%,13.92%,0.50%,0.27%,1.73%,2.00%
5202,Fife,6719,88.72%,6.15%,0.42%,0.86%,1.73%,2.13%
5203,Farah,6718,42.13%,48.33%,1.99%,0.36%,2.28%,4.91%
5204,Farkas,6714,95.23%,0.48%,0.54%,0.19%,0.92%,2.64%
5267,Felts,6621,90.36%,5.57%,0.42%,0.80%,1.16%,1.68%
5285,Fortenberry,6589,80.07%,16.06%,0.20%,0.39%,1.67%,1.61%
5333,Ferrante,6532,92.96%,0.95%,0.57%,0.21%,1.33%,3.98%
5394,Fee,6453,91.80%,2.37%,1.36%,0.65%,1.66%,2.15%
5414,Fell,6429,92.24%,3.53%,0.44%,0.25%,1.26%,2.29%
5441,Fairley,6398,31.68%,63.21%,0.33%,0.30%,2.53%,1.95%
5444,Fulkerson,6391,94.55%,0.75%,0.42%,0.55%,1.55%,2.17%
5454,Fawcett,6381,92.40%,1.38%,0.83%,1.38%,1.44%,2.57%
5459,Fike,6374,93.93%,1.79%,0.77%,0.39%,1.52%,1.60%
5462,Felipe,6370,8.26%,0.58%,13.56%,0.86%,1.37%,75.37%
5557,Faria,6257,77.96%,2.45%,3.23%,0.51%,2.49%,13.36%
5563,Friedrich,6249,96.03%,0.13%,0.53%,0.08%,1.07%,2.16%
5575,Flemming,6234,55.82%,37.70%,1.03%,0.27%,2.94%,2.25%
5700,Fielding,6081,86.66%,6.81%,0.69%,0.79%,1.94%,3.11%
5702,Funes,6079,5.53%,0.46%,0.56%,0.10%,0.16%,93.19%
5725,Funderburk,6058,71.44%,24.78%,0.30%,0.33%,1.39%,1.77%
5732,Freese,6047,94.21%,0.94%,0.48%,0.38%,1.37%,2.61%
5740,Futrell,6038,68.17%,26.71%,0.41%,0.63%,2.24%,1.84%
5743,Fender,6034,93.12%,2.62%,0.35%,0.63%,1.39%,1.89%
5759,Flack,6016,86.49%,9.57%,0.50%,0.22%,1.51%,1.71%
5762,Fitts,6014,69.55%,25.71%,0.28%,0.52%,1.83%,2.11%
5778,Folk,5996,82.71%,12.32%,1.02%,0.32%,1.75%,1.88%
5810,Federico,5951,70.34%,0.62%,2.02%,0.25%,0.81%,25.96%
5835,Fore,5927,82.23%,11.84%,0.71%,0.73%,1.99%,2.50%
5838,Frierson,5923,27.57%,67.33%,0.25%,0.25%,2.63%,1.96%
5861,Fancher,5888,90.08%,5.33%,0.48%,0.44%,1.66%,2.00%
5864,Fritts,5883,92.52%,2.24%,0.56%,0.80%,1.58%,2.29%
5907,Frizzell,5840,92.11%,3.10%,0.21%,0.84%,1.30%,2.45%
6052,Fogg,5669,80.60%,14.09%,0.72%,0.58%,2.17%,1.83%
6066,Fite,5656,85.01%,9.02%,0.28%,1.04%,2.21%,2.44%
6088,Farina,5633,87.50%,0.62%,1.08%,0.09%,1.33%,9.37%
6100,Franzen,5621,95.11%,0.18%,0.73%,0.55%,1.23%,2.21%
6123,Fernando,5596,8.88%,2.45%,62.79%,2.43%,5.22%,18.23%
6171,Fouts,5545,93.60%,0.74%,1.12%,1.03%,1.82%,1.70%
6250,Furtado,5464,81.52%,3.50%,4.92%,0.24%,3.81%,6.02%
6321,Faris,5401,87.89%,2.28%,1.76%,0.39%,2.35%,5.33%
6357,Flinn,5359,93.49%,2.86%,0.65%,0.35%,1.03%,1.62%
6370,Flournoy,5344,42.61%,50.36%,0.58%,0.32%,3.29%,2.84%
6405,Fick,5311,94.63%,0.21%,0.70%,0.72%,1.34%,2.41%
6431,Fix,5282,95.02%,0.38%,0.87%,0.49%,1.44%,1.80%
6452,Feliz,5261,6.14%,1.16%,0.67%,1.33%,0.30%,90.40%
6479,Flory,5243,94.87%,0.71%,0.72%,0.36%,1.49%,1.85%
6548,Fenn,5172,83.47%,10.31%,1.22%,0.33%,1.95%,2.73%
6658,Frazee,5078,94.23%,0.43%,0.37%,0.71%,1.36%,2.89%
6661,Forest,5076,65.76%,28.23%,0.93%,0.28%,2.11%,2.70%
6664,Fidler,5068,94.51%,1.18%,0.49%,0.55%,1.46%,1.80%
6664,Flatt,5068,94.40%,0.99%,0.47%,0.99%,1.46%,1.70%
6676,Fall,5060,66.48%,27.09%,0.53%,1.82%,1.76%,2.31%
6678,Fermín,5057,8.29%,3.22%,10.44%,(S),(S),77.10%
6691,Fricke,5048,95.11%,0.10%,0.81%,0.61%,1.27%,2.10%
6704,Forester,5037,89.06%,4.69%,0.44%,0.46%,1.85%,3.51%
6710,Frisch,5033,95.59%,0.56%,0.74%,0.26%,0.93%,1.93%
6713,Forde,5031,42.10%,50.11%,0.91%,0.32%,2.37%,4.19%
6739,Finger,5004,87.73%,7.57%,0.74%,0.60%,1.36%,2.00%
6746,Fraga,4998,25.43%,0.68%,0.72%,0.12%,0.86%,72.19%
6784,Fogel,4973,92.74%,1.07%,0.76%,0.44%,1.33%,3.66%
6788,Fregoso,4969,4.31%,(S),0.24%,0.14%,(S),95.19%
6793,Fuhrman,4965,96.98%,0.22%,0.54%,0.32%,0.95%,0.99%
6835,Fleury,4934,76.19%,16.21%,0.55%,2.33%,2.19%,2.53%
6838,Fast,4929,94.85%,0.57%,0.71%,0.41%,1.54%,1.93%
6900,Feaster,4871,54.49%,41.31%,0.31%,0.35%,1.54%,2.01%
6914,Fortney,4853,91.06%,3.44%,0.54%,0.78%,1.92%,2.27%
6930,Fordham,4838,67.30%,27.57%,0.37%,0.27%,2.00%,2.48%
6974,Fussell,4810,82.25%,13.06%,0.29%,0.44%,1.62%,2.35%
7001,Fulk,4785,95.46%,1.19%,0.65%,0.38%,1.27%,1.04%
7027,Fears,4762,47.21%,44.90%,0.71%,0.73%,3.53%,2.92%
7038,Farnham,4757,95.21%,0.27%,0.65%,0.59%,1.51%,1.77%
7073,Freitag,4733,94.68%,0.57%,0.74%,0.11%,1.42%,2.49%
7113,Friel,4703,93.77%,0.57%,0.83%,0.36%,1.76%,2.70%
7126,Falco,4695,92.06%,(S),0.98%,(S),0.81%,5.54%
7135,Fowlkes,4686,41.55%,52.65%,0.32%,0.51%,2.97%,2.01%
7247,Fraire,4601,5.61%,0.15%,0.11%,0.41%,0.20%,93.52%
7254,Fenwick,4597,74.44%,19.49%,0.91%,0.26%,2.87%,2.02%
7255,Feinberg,4596,94.93%,(S),1.00%,(S),0.96%,2.59%
7258,Finkelstein,4591,95.49%,0.24%,0.91%,0.15%,0.72%,2.48%
7258,Futch,4591,78.15%,16.92%,0.39%,0.24%,2.05%,2.24%
7268,Fullmer,4585,94.48%,0.50%,0.59%,0.33%,1.55%,2.55%
7387,Findlay,4509,82.52%,11.60%,0.75%,0.27%,1.66%,3.19%
7392,Froehlich,4504,95.71%,0.36%,0.47%,0.31%,1.31%,1.84%
7408,Fanelli,4493,94.88%,(S),0.65%,(S),0.96%,3.32%
7434,Firestone,4480,94.91%,0.38%,0.71%,0.33%,1.32%,2.34%
7437,Fontes,4478,52.84%,10.94%,1.90%,0.36%,3.55%,30.42%
7446,Fetters,4473,92.67%,1.63%,0.67%,0.72%,2.06%,2.26%
7473,Fillmore,4457,80.95%,12.30%,0.56%,1.26%,2.42%,2.51%
7545,Fudge,4407,63.31%,30.95%,0.39%,0.34%,2.95%,2.06%
7676,Flake,4326,83.40%,11.23%,1.43%,0.53%,1.85%,1.55%
7730,Favors,4295,17.53%,77.81%,(S),(S),2.56%,1.68%
7732,Forsberg,4294,95.27%,0.21%,0.63%,0.30%,1.77%,1.82%
7765,Fortson,4273,41.33%,52.26%,0.26%,0.19%,2.86%,3.11%
7767,Fehr,4272,94.08%,0.19%,0.70%,0.21%,1.24%,3.58%
7778,Fragoso,4267,9.91%,0.63%,0.19%,0.23%,0.23%,88.80%
7858,Florio,4211,93.94%,0.57%,(S),(S),0.88%,4.18%
7882,Fritsch,4199,96.09%,0.14%,0.36%,0.29%,0.81%,2.31%
8029,Fulford,4123,81.64%,14.63%,0.34%,0.44%,1.24%,1.72%
8046,Felker,4113,93.68%,2.02%,0.46%,0.71%,1.41%,1.73%
8055,Fant,4111,60.23%,34.01%,0.75%,0.32%,1.90%,2.80%
8060,Fiske,4110,93.26%,1.19%,0.97%,0.44%,1.90%,2.24%
8067,Force,4108,92.92%,2.36%,0.63%,0.41%,1.75%,1.92%
8084,Feeley,4101,94.83%,0.39%,0.68%,0.17%,1.56%,2.37%
8093,Flickinger,4097,96.63%,0.20%,0.73%,0.29%,0.73%,1.42%
8135,Farfán,4075,6.92%,1.18%,1.01%,0.25%,0.52%,90.13%
8155,Fitzwater,4066,95.47%,0.59%,0.44%,0.32%,1.43%,1.75%
8184,Finnerty,4052,94.92%,0.20%,0.67%,0.12%,1.28%,2.81%
8201,Fortunato,4047,81.79%,(S),1.88%,(S),1.04%,14.33%
8222,Fontanez,4036,6.86%,1.61%,0.32%,(S),(S),91.13%
8239,Freeze,4023,93.02%,2.86%,0.32%,0.42%,1.42%,1.96%
8323,Faith,3981,91.96%,2.31%,0.88%,0.75%,1.76%,2.34%
8323,Fleischer,3981,93.47%,0.80%,1.06%,0.18%,0.93%,3.57%
8339,Funkhouser,3971,96.02%,0.53%,0.60%,0.15%,1.01%,1.69%
8350,Frisby,3964,69.07%,20.33%,0.61%,0.76%,3.33%,5.90%
8392,Fetter,3944,93.86%,0.86%,0.84%,0.74%,1.52%,2.18%
8482,Frink,3888,70.96%,23.46%,0.59%,0.46%,2.13%,2.39%
8506,Frisbie,3872,93.83%,0.23%,0.57%,1.14%,1.76%,2.48%
8567,Fitz,3846,73.71%,13.00%,0.78%,0.29%,1.14%,11.08%
8581,Franck,3838,86.50%,6.98%,0.68%,0.16%,1.33%,4.35%
8610,Felt,3820,94.14%,1.23%,0.84%,0.31%,1.26%,2.23%
8611,Fleetwood,3819,78.42%,15.40%,0.34%,2.07%,1.96%,1.81%
8681,Feist,3784,92.76%,2.01%,0.58%,0.34%,1.48%,2.83%
8690,Forehand,3779,84.31%,11.30%,0.61%,0.79%,1.75%,1.24%
8761,Files,3744,76.68%,17.04%,0.29%,0.72%,2.38%,2.88%
8789,Florian,3731,52.21%,3.38%,0.38%,0.35%,0.51%,43.18%
8817,Fabela,3713,8.73%,0.24%,1.48%,0.94%,0.13%,88.47%
8828,Flower,3711,84.48%,8.73%,0.81%,0.65%,1.99%,3.34%
8917,Freer,3671,90.30%,2.83%,0.90%,0.82%,1.69%,3.46%
8959,Ferrier,3654,83.11%,10.29%,0.88%,0.60%,2.19%,2.93%
8965,Fleenor,3651,96.06%,0.30%,0.33%,0.19%,1.29%,1.84%
8999,Fiorentino,3635,70.37%,(S),1.71%,(S),0.85%,26.44%
9064,Fortuna,3606,69.94%,2.25%,2.88%,0.14%,0.80%,23.99%
9068,Frith,3604,78.22%,15.82%,0.58%,0.44%,2.25%,2.69%
9108,Fey,3588,94.26%,0.70%,1.09%,0.22%,1.17%,2.56%
9190,Fetzer,3550,95.63%,0.25%,0.51%,0.34%,1.13%,2.14%
9195,Fleischman,3547,95.63%,0.56%,0.59%,0.14%,0.82%,2.26%
9224,Fulks,3531,78.36%,16.74%,0.40%,0.51%,1.78%,2.21%
9301,Fann,3499,72.91%,16.58%,4.89%,0.49%,2.29%,2.86%
9378,Foxworth,3469,53.01%,42.58%,0.40%,0.40%,1.47%,2.13%
9381,Frechette,3468,93.08%,0.46%,0.72%,2.42%,1.44%,1.87%
9440,Falconer,3446,71.18%,20.28%,0.75%,0.70%,2.79%,4.29%
9506,Frederickson,3419,94.27%,0.99%,0.64%,0.20%,1.61%,2.28%
