Rank,Name,Count,White,Black,API,AIAN,2+ Races,Hispanic
442,Garner,74324,71.71%,22.82%,0.48%,0.54%,2.11%,2.34%
451,Goodman,73136,78.33%,15.83%,0.57%,1.00%,1.84%,2.43%
454,Goodwin,72451,77.04%,17.22%,0.50%,0.86%,2.08%,2.30%
473,Guerra,70071,11.26%,0.80%,0.58%,0.50%,0.28%,86.59%
479,Gallagher,69834,94.62%,0.69%,0.64%,0.30%,1.26%,2.50%
486,Gallegos,68373,7.66%,0.19%,0.47%,0.49%,0.29%,90.89%
501,Glover,66858,52.58%,41.73%,0.51%,0.48%,2.45%,2.24%
515,Gibbs,65064,65.85%,28.29%,0.49%,0.69%,2.25%,2.42%
590,Greer,57043,73.30%,21.33%,0.49%,0.45%,2.07%,2.36%
630,Galván,53822,6.06%,0.27%,0.80%,0.38%,0.23%,92.26%
648,Gates,52569,75.04%,19.13%,0.62%,0.76%,2.06%,2.38%
669,Glenn,51043,61.41%,32.78%,0.48%,0.63%,2.39%,2.32%
677,Garrison,50686,83.09%,11.02%,0.50%,0.83%,2.09%,2.48%
686,Grimes,50245,74.91%,19.49%,0.39%,0.58%,2.18%,2.45%
699,Golden,49360,74.70%,19.85%,0.54%,0.61%,2.02%,2.28%
714,Gilmore,48719,65.41%,28.06%,0.52%,0.87%,2.55%,2.59%
746,Guevara,46454,4.34%,0.51%,2.71%,0.20%,0.34%,91.90%
788,Gaines,43821,42.93%,50.72%,0.33%,0.58%,3.06%,2.37%
806,Gentry,43027,82.09%,12.15%,0.42%,0.73%,2.09%,2.52%
811,Gillespie,42693,81.20%,13.84%,0.47%,0.48%,1.72%,2.29%
823,Glass,41802,76.99%,17.35%,0.44%,1.06%,1.88%,2.29%
849,Giles,40598,64.94%,26.15%,0.44%,0.48%,2.32%,5.66%
891,Gould,38924,86.79%,7.21%,0.72%,1.38%,1.80%,2.10%
954,Galindo,36429,5.87%,0.15%,0.76%,0.32%,0.25%,92.65%
981,Good,35446,88.90%,5.48%,1.15%,0.41%,1.62%,2.43%
1002,Galloway,34909,69.50%,24.47%,0.44%,0.64%,2.25%,2.70%
1024,Gamble,34005,57.05%,36.62%,0.49%,0.94%,2.40%,2.49%
1081,Goff,32298,87.20%,7.78%,0.54%,0.47%,1.59%,2.42%
1094,Gay,32025,70.72%,22.51%,1.84%,0.73%,1.87%,2.32%
1095,Guthrie,31956,88.05%,5.85%,0.64%,1.21%,2.04%,2.20%
1096,Gallardo,31909,5.73%,0.25%,3.14%,0.22%,0.44%,90.23%
1100,Gorman,31788,89.77%,3.56%,0.59%,1.96%,1.49%,2.63%
1166,Guillén,30153,4.74%,0.33%,0.92%,0.17%,0.22%,93.63%
1173,Goldstein,29938,95.01%,0.74%,0.68%,0.03%,0.90%,2.64%
1183,Gibbons,29824,83.71%,10.79%,0.69%,0.47%,1.71%,2.63%
1193,Goldberg,29603,95.31%,0.45%,0.70%,0.07%,0.96%,2.50%
1204,Gilliam,29414,60.55%,34.14%,0.39%,0.55%,2.45%,1.92%
1227,Guy,28852,67.88%,24.98%,1.01%,1.43%,2.33%,2.37%
1230,Godfrey,28734,78.05%,16.23%,0.63%,0.77%,2.05%,2.28%
1248,Grace,28098,71.46%,20.26%,1.52%,0.64%,2.81%,3.30%
1309,Garland,26779,76.85%,17.54%,0.53%,0.65%,2.12%,2.30%
1327,Gabriel,26578,52.31%,19.60%,7.87%,0.46%,2.35%,17.41%
1333,Gustafson,26421,95.58%,0.24%,0.56%,0.49%,1.42%,1.71%
1347,Granados,26187,3.69%,0.23%,0.54%,0.21%,0.13%,95.19%
1349,Goss,26179,80.46%,14.15%,0.44%,0.76%,1.74%,2.45%
1353,Gil,26112,10.52%,0.54%,1.70%,0.17%,0.23%,86.83%
1355,Grady,26103,70.83%,23.33%,0.57%,0.57%,2.06%,2.64%
1378,Gore,25648,71.02%,22.28%,1.68%,0.71%,2.33%,1.98%
1386,Gregg,25554,82.87%,11.22%,0.54%,1.35%,1.79%,2.23%
1395,Gleason,25416,92.38%,1.90%,0.72%,0.98%,1.61%,2.42%
1419,Givens,25067,49.85%,44.13%,0.36%,0.94%,2.72%,2.01%
1422,Greenwood,24971,80.54%,13.59%,0.52%,0.99%,1.81%,2.56%
1433,Gomes,24827,53.24%,14.15%,9.61%,0.76%,4.85%,17.38%
1437,Griggs,24819,69.62%,24.83%,0.46%,0.82%,2.03%,2.23%
1447,Groves,24629,84.53%,9.55%,0.52%,0.80%,2.03%,2.57%
1457,Gunter,24513,82.06%,13.03%,0.57%,0.59%,1.81%,1.94%
1472,Gamez,24256,4.26%,0.23%,0.43%,0.16%,0.10%,94.82%
1495,Goldman,23940,91.58%,4.15%,0.61%,0.33%,1.13%,2.21%
1525,Gunn,23524,67.84%,25.98%,0.99%,0.57%,2.38%,2.23%
1547,Gee,23241,54.31%,19.60%,20.20%,0.58%,3.01%,2.29%
1560,Gallo,23056,74.48%,0.95%,1.42%,0.12%,1.01%,22.02%
1574,Goins,22837,66.43%,25.18%,0.32%,2.46%,3.37%,2.25%
1583,Godwin,22628,81.14%,12.47%,0.63%,1.70%,1.97%,2.09%
1605,Goode,22356,61.32%,32.26%,0.45%,0.97%,2.42%,2.57%
1612,Gary,22310,47.41%,46.31%,0.66%,0.50%,2.44%,2.68%
1630,Grimm,22103,94.87%,0.82%,0.67%,0.36%,1.24%,2.04%
1634,Geiger,22039,89.64%,6.23%,0.57%,0.20%,1.42%,1.94%
1657,Grove,21732,90.91%,4.42%,0.54%,0.44%,1.55%,2.14%
1665,Godínez,21640,3.69%,0.10%,0.58%,0.21%,0.21%,95.22%
1697,Gagnon,21208,94.63%,0.31%,0.56%,0.72%,1.65%,2.12%
1720,Greenberg,20897,95.31%,0.33%,0.82%,0.13%,0.96%,2.44%
1739,Guidry,20600,76.54%,18.60%,0.43%,1.06%,1.53%,1.84%
1754,Galvez,20425,4.63%,0.65%,5.93%,0.18%,0.54%,88.07%
1829,Gamboa,19577,6.13%,1.08%,7.15%,0.30%,0.63%,84.71%
1834,Gifford,19514,92.37%,2.20%,0.59%,0.69%,1.84%,2.30%
1837,Gaston,19502,49.26%,41.15%,0.73%,0.43%,2.73%,5.70%
1838,Goodrich,19487,89.51%,4.86%,0.57%,0.88%,1.63%,2.54%
1843,Gipson,19470,48.17%,45.57%,0.32%,1.04%,2.82%,2.07%
1886,Gupta,19057,3.14%,0.26%,93.78%,0.31%,2.02%,0.48%
1910,Gillis,18834,78.74%,15.75%,0.46%,0.98%,1.85%,2.22%
1928,Gold,18698,90.18%,3.83%,1.16%,0.34%,1.48%,3.03%
2055,Granger,17539,77.51%,16.92%,0.45%,0.63%,1.59%,2.91%
2056,Grover,17534,82.01%,6.13%,6.63%,0.92%,1.95%,2.37%
2067,Grossman,17484,95.41%,0.39%,0.74%,0.18%,1.22%,2.06%
2110,Greco,17150,93.74%,0.37%,0.54%,0.17%,0.83%,4.35%
2138,Grayson,16946,50.98%,42.23%,0.53%,1.05%,2.81%,2.40%
2153,Gauthier,16852,87.87%,5.93%,0.50%,1.14%,1.66%,2.90%
2170,Gerber,16732,94.92%,0.31%,0.65%,0.29%,1.26%,2.58%
2182,German,16661,58.66%,13.96%,0.90%,0.86%,1.26%,24.35%
2187,Gage,16614,81.94%,12.01%,0.58%,0.78%,1.96%,2.73%
2197,Giordano,16569,93.30%,0.54%,0.47%,0.15%,1.07%,4.46%
2229,Goldsmith,16346,79.00%,16.29%,0.54%,0.31%,1.74%,2.12%
2296,Gale,15866,82.62%,10.02%,1.20%,0.68%,2.08%,3.40%
2308,Goodson,15820,70.85%,23.51%,0.45%,0.82%,2.11%,2.25%
2311,Girón,15786,9.30%,0.81%,4.15%,0.30%,0.62%,84.82%
2316,Grubbs,15773,84.95%,9.99%,0.46%,0.84%,1.81%,1.96%
2335,Goddard,15599,85.55%,8.48%,0.67%,0.95%,1.87%,2.47%
2391,Guillory,15161,47.93%,44.83%,0.55%,0.59%,2.76%,3.34%
2418,Gannon,14981,94.58%,0.76%,1.15%,0.29%,1.37%,1.86%
2436,Gentile,14873,94.61%,0.43%,0.52%,0.11%,0.95%,3.36%
2444,Griffiths,14805,85.43%,9.79%,0.56%,0.16%,1.81%,2.24%
2456,Grubb,14673,94.85%,1.61%,0.38%,0.27%,1.38%,1.51%
2460,Gaytán,14647,3.19%,0.14%,0.12%,0.11%,0.12%,96.31%
2515,Garay,14393,9.48%,0.77%,1.45%,0.09%,0.28%,87.92%
2550,Gant,14167,45.20%,48.34%,0.52%,0.45%,3.31%,2.18%
2558,Gruber,14131,94.25%,0.71%,0.65%,0.82%,1.35%,2.21%
2569,Gavin,14061,76.20%,17.74%,0.81%,0.43%,1.50%,3.32%
2600,Grier,13868,37.71%,57.41%,0.39%,0.17%,2.48%,1.84%
2624,Gunderson,13742,94.59%,0.33%,0.60%,1.03%,1.42%,2.04%
2664,Garvin,13536,68.71%,25.04%,0.71%,0.89%,2.03%,2.62%
2679,Guajardo,13438,5.92%,0.30%,0.22%,0.15%,0.14%,93.27%
2689,Goetz,13390,95.04%,0.30%,0.60%,0.78%,1.14%,2.14%
2698,Gilliland,13351,93.70%,1.24%,0.58%,0.51%,1.84%,2.13%
2710,Graf,13301,94.74%,0.54%,0.64%,0.23%,1.26%,2.59%
2755,Garibay,13088,4.39%,0.22%,0.91%,0.11%,0.18%,94.19%
2762,Graff,13058,94.89%,0.30%,0.87%,0.33%,1.29%,2.32%
2778,Girard,12975,91.71%,2.36%,0.55%,0.57%,1.70%,3.11%
2780,Gann,12972,92.17%,0.82%,0.89%,1.93%,2.08%,2.10%
2811,Gilchrist,12825,62.20%,32.80%,0.37%,0.49%,1.94%,2.20%
2819,Gaffney,12805,83.06%,12.07%,0.53%,0.26%,1.64%,2.44%
2831,Gillette,12724,87.37%,6.16%,0.66%,0.72%,1.91%,3.18%
2845,Grey,12680,65.19%,23.29%,2.15%,2.39%,2.67%,4.31%
2848,Guardado,12656,3.45%,0.21%,0.11%,0.08%,0.10%,96.05%
2850,Garber,12640,94.75%,0.84%,0.73%,0.31%,1.39%,1.99%
2868,Guinn,12577,82.15%,10.32%,0.62%,2.09%,2.31%,2.51%
2895,Geary,12382,92.51%,2.98%,0.50%,0.57%,1.20%,2.25%
2937,Graber,12204,97.16%,0.46%,0.27%,0.12%,0.61%,1.38%
2948,Gao,12172,1.22%,(S),97.39%,(S),0.62%,0.41%
2975,Guo,12048,1.10%,0.32%,97.77%,0.00%,0.66%,0.17%
3003,Gilman,11946,93.02%,1.05%,1.06%,0.90%,1.98%,1.99%
3007,Greenfield,11922,86.29%,8.90%,0.72%,0.28%,1.54%,2.26%
3018,Galvin,11882,84.87%,4.31%,0.86%,0.45%,1.56%,7.95%
3070,Godoy,11690,6.67%,1.09%,2.87%,0.33%,0.41%,88.63%
3116,Grissom,11563,78.03%,16.82%,0.36%,0.66%,1.86%,2.27%
3141,Grigsby,11501,68.48%,24.28%,0.61%,1.41%,2.76%,2.46%
3155,Gooch,11453,75.32%,19.51%,0.88%,0.52%,1.73%,2.04%
3162,Gresham,11412,61.48%,33.18%,0.45%,0.38%,2.26%,2.26%
3165,Grogan,11400,87.80%,7.28%,0.56%,0.58%,1.69%,2.09%
3170,Gossett,11389,86.92%,7.77%,0.37%,0.76%,1.81%,2.38%
3190,Gooden,11335,31.87%,61.99%,0.30%,1.09%,2.30%,2.45%
3192,Gardiner,11331,85.54%,9.12%,0.60%,0.47%,1.71%,2.56%
3196,Garvey,11307,89.63%,5.24%,0.86%,0.32%,1.48%,2.47%
3210,Gaspar,11251,25.90%,0.68%,6.00%,0.33%,1.67%,65.42%
3267,Grooms,11045,77.58%,17.19%,0.30%,1.29%,2.18%,1.45%
3324,Gaither,10790,55.35%,38.57%,0.39%,0.65%,2.70%,2.34%
3329,Gatlin,10785,66.10%,28.28%,0.33%,0.54%,2.12%,2.62%
3366,Gulley,10605,57.77%,37.01%,0.34%,0.49%,2.37%,2.03%
3368,Galarza,10601,5.51%,0.75%,0.32%,0.12%,0.26%,93.04%
3417,Gandy,10444,65.94%,27.80%,0.88%,0.52%,2.34%,2.53%
3427,Griswold,10417,90.63%,4.27%,0.78%,0.45%,1.66%,2.21%
3428,Gaskins,10414,56.36%,38.17%,0.49%,0.38%,2.85%,1.75%
3440,Grantham,10379,86.65%,8.24%,0.60%,0.67%,1.75%,2.09%
3445,Garnett,10370,55.00%,38.51%,0.51%,0.64%,2.83%,2.52%
3493,Glaser,10235,94.59%,0.37%,0.58%,0.23%,1.73%,2.50%
3506,Glick,10196,96.32%,0.18%,0.55%,0.37%,0.92%,1.66%
3593,Gilley,9906,91.09%,4.22%,0.33%,0.72%,1.49%,2.15%
3599,Groff,9889,96.05%,0.47%,0.42%,0.16%,1.16%,1.74%
3621,Guenther,9809,95.01%,0.37%,0.49%,0.37%,1.19%,2.57%
3634,Gable,9779,90.07%,5.07%,0.46%,0.81%,1.52%,2.07%
3681,Gall,9658,90.39%,2.23%,2.22%,0.39%,1.46%,3.31%
3720,Gracia,9520,11.81%,3.98%,1.10%,0.24%,0.42%,82.45%
3727,Gagné,9507,95.12%,0.46%,0.68%,0.21%,1.46%,2.06%
3731,Glynn,9501,88.82%,6.52%,0.65%,0.21%,1.56%,2.24%
3737,Guest,9483,78.41%,16.05%,0.72%,0.62%,1.93%,2.27%
3811,Gaona,9299,4.71%,0.18%,0.59%,0.09%,0.19%,94.24%
3837,Galicia,9229,4.21%,0.29%,4.46%,0.16%,0.27%,90.59%
3877,Gaddis,9142,72.25%,21.84%,0.45%,0.68%,2.29%,2.49%
3891,Gantt,9122,53.10%,41.62%,0.33%,0.53%,2.62%,1.80%
3894,Gingerich,9117,97.75%,0.12%,0.16%,0.12%,0.66%,1.18%
3913,Glasgow,9078,74.90%,19.42%,0.40%,0.54%,2.29%,2.46%
3914,Gerard,9075,83.77%,8.80%,0.98%,0.40%,2.21%,3.83%
3920,Goad,9062,93.50%,0.63%,0.41%,1.77%,1.66%,2.04%
3920,Goebel,9062,95.23%,0.41%,0.56%,0.34%,1.36%,2.10%
3931,Gallant,9051,92.74%,2.34%,0.73%,0.51%,1.61%,2.07%
3933,Greenlee,9048,77.19%,17.06%,0.66%,0.38%,2.13%,2.58%
3947,Goble,9022,94.47%,0.79%,0.74%,0.64%,1.47%,1.88%
3978,Greiner,8935,95.77%,0.31%,0.50%,0.26%,1.12%,2.04%
3984,Grice,8914,65.26%,30.10%,0.33%,0.31%,1.65%,2.36%
3997,Galbraith,8886,92.96%,2.13%,0.62%,0.64%,1.85%,1.81%
4004,Grabowski,8877,96.09%,0.24%,0.62%,0.20%,0.91%,1.94%
4068,Goforth,8735,91.40%,3.48%,0.44%,1.20%,1.84%,1.64%
4074,Geer,8717,88.24%,6.21%,0.98%,0.46%,1.72%,2.40%
4098,Gurley,8669,72.68%,22.44%,0.23%,0.45%,1.90%,2.30%
4118,Gilbertson,8621,95.68%,0.35%,0.78%,0.29%,1.24%,1.66%
4124,Garrido,8605,8.96%,0.56%,7.01%,0.09%,1.73%,81.65%
4132,Gough,8584,85.37%,9.03%,1.03%,0.35%,1.63%,2.60%
4140,Gainey,8556,67.48%,27.86%,0.34%,0.46%,2.19%,1.67%
4173,Gonsalves,8494,60.41%,10.58%,7.92%,0.95%,7.49%,12.64%
4188,Gillen,8462,90.25%,1.54%,0.77%,0.77%,1.54%,5.14%
4190,Gorham,8458,70.83%,23.15%,0.47%,0.34%,1.73%,3.48%
4192,Griego,8456,14.56%,0.24%,0.39%,0.78%,0.41%,83.62%
4242,Gatewood,8359,50.51%,40.79%,0.50%,2.39%,3.06%,2.74%
4251,Gaddy,8342,58.24%,34.04%,1.13%,2.18%,2.46%,1.95%
4278,Griffis,8309,88.99%,6.46%,0.36%,0.29%,1.96%,1.94%
4289,Galán,8293,15.31%,0.68%,3.36%,0.19%,0.63%,79.83%
4324,Greathouse,8217,81.17%,12.75%,0.38%,0.88%,2.79%,2.03%
4337,Guyton,8191,41.70%,52.52%,0.35%,0.22%,2.65%,2.55%
4396,Ginn,8088,82.86%,10.71%,1.99%,0.59%,1.84%,2.00%
4437,Gonçalves,8000,75.04%,14.49%,1.28%,0.24%,1.60%,7.36%
4456,Geyer,7962,94.61%,1.03%,0.63%,0.43%,1.26%,2.05%
4481,Gayle,7916,30.90%,61.07%,0.63%,0.30%,2.35%,4.75%
4487,Grande,7904,58.91%,0.43%,3.73%,0.22%,0.94%,35.78%
4492,Grasso,7894,93.81%,0.29%,0.38%,0.10%,0.89%,4.54%
4498,Garman,7884,93.01%,2.07%,0.66%,0.68%,1.33%,2.25%
4501,Gunther,7882,90.00%,4.88%,0.56%,0.24%,1.54%,2.78%
4507,Guess,7871,73.46%,20.25%,0.48%,1.07%,2.69%,2.05%
4596,Goolsby,7721,69.28%,25.27%,0.41%,0.71%,1.88%,2.45%
4605,Getz,7703,95.50%,0.39%,0.62%,0.38%,1.14%,1.97%
4606,Gaitán,7702,7.26%,1.03%,1.01%,0.34%,0.27%,90.09%
4619,Grijalva,7678,7.71%,0.12%,0.29%,0.89%,0.47%,90.53%
4694,Graziano,7559,89.30%,0.34%,0.54%,0.16%,0.90%,8.76%
4696,Gearhart,7553,95.68%,0.24%,0.25%,0.41%,1.13%,2.29%
4771,Grim,7418,91.47%,4.08%,0.47%,0.69%,1.55%,1.74%
4784,Gerlach,7394,95.54%,0.19%,0.58%,0.30%,1.05%,2.34%
4816,Germain,7332,62.08%,30.37%,0.60%,0.57%,2.13%,4.24%
4823,Garris,7316,71.57%,22.79%,0.30%,0.68%,2.31%,2.35%
4828,Guffey,7307,94.90%,0.30%,0.34%,0.92%,1.35%,2.19%
4846,Gilson,7271,91.20%,3.22%,0.91%,0.77%,1.09%,2.82%
4846,Gladden,7271,59.18%,35.13%,0.51%,0.45%,2.35%,2.38%
4867,Guan,7247,1.82%,(S),96.14%,(S),0.51%,1.19%
4882,Gorski,7213,96.19%,0.18%,0.60%,0.19%,0.64%,2.20%
4883,Gurrola,7211,4.58%,0.19%,0.14%,0.40%,0.26%,94.43%
4907,Gabel,7177,94.06%,0.39%,1.32%,0.46%,1.44%,2.33%
4914,Garrity,7156,95.07%,0.49%,0.63%,0.50%,1.13%,2.18%
4917,Goodin,7153,86.16%,8.26%,0.73%,0.95%,2.11%,1.79%
4942,Gooding,7123,70.38%,22.94%,0.62%,0.72%,2.16%,3.19%
4971,Guido,7068,61.25%,1.29%,1.58%,(S),(S),34.95%
4987,Gaskin,7039,47.24%,45.55%,0.72%,0.44%,3.13%,2.93%
4995,Giddens,7034,69.78%,23.87%,0.41%,0.51%,2.16%,3.27%
5005,Glaze,7022,73.20%,20.76%,0.31%,0.71%,1.79%,3.22%
5060,Gosnell,6931,95.25%,0.82%,0.35%,0.52%,1.53%,1.53%
5073,Garduño,6912,5.95%,0.32%,0.39%,0.22%,0.20%,92.93%
5091,Gastelum,6880,4.40%,0.25%,0.16%,1.02%,0.16%,94.01%
5097,Grider,6865,86.92%,7.23%,0.44%,0.84%,2.07%,2.51%
5133,Gass,6818,87.56%,7.39%,0.45%,0.78%,1.48%,2.33%
5139,Geller,6810,94.90%,0.59%,0.72%,0.15%,1.16%,2.48%
5148,Grisham,6798,88.86%,5.02%,0.41%,1.54%,1.85%,2.31%
5165,Guarino,6775,92.84%,0.55%,1.40%,0.16%,0.80%,4.25%
5170,Greenwell,6765,91.93%,4.04%,0.52%,0.28%,1.51%,1.73%
5199,Gandhi,6721,1.92%,0.39%,94.97%,0.40%,1.74%,0.58%
5213,Gilmer,6697,74.87%,20.41%,0.61%,0.30%,1.85%,1.96%
5234,Greenwald,6664,95.59%,0.39%,0.81%,0.35%,0.89%,1.98%
5317,Gower,6554,93.18%,1.86%,0.55%,1.04%,1.37%,2.00%
5319,Giese,6553,95.74%,0.17%,0.47%,0.32%,0.95%,2.35%
5345,Gottlieb,6509,94.07%,0.89%,0.98%,0.11%,1.11%,2.84%
5345,Grenier,6509,94.48%,0.31%,0.69%,0.46%,1.20%,2.86%
5367,Giraldo,6489,6.81%,0.37%,0.12%,(S),(S),92.54%
5410,Groth,6434,95.83%,0.16%,0.75%,0.28%,0.84%,2.14%
5419,Gist,6422,48.86%,43.80%,0.47%,1.34%,2.96%,2.57%
5421,Garcés,6420,7.29%,0.84%,6.32%,0.08%,0.83%,84.64%
5428,Gammon,6415,87.42%,7.26%,0.73%,0.59%,1.79%,2.20%
5468,Gault,6360,87.58%,7.52%,0.66%,0.49%,1.48%,2.28%
5472,Grillo,6355,84.82%,0.72%,0.96%,0.09%,0.83%,12.57%
5486,Galaviz,6339,4.16%,0.19%,0.22%,0.19%,0.14%,95.09%
5505,Gaynor,6318,75.77%,18.50%,0.78%,0.22%,1.65%,3.09%
5525,Guerin,6291,84.99%,6.14%,1.05%,0.48%,1.62%,5.72%
5557,Gilligan,6257,96.15%,0.14%,0.62%,0.40%,0.97%,1.71%
5604,Gabbard,6205,94.36%,0.35%,0.74%,0.66%,1.63%,2.26%
5622,Geisler,6185,95.91%,0.23%,0.63%,0.39%,1.21%,1.63%
5681,Gosselin,6104,94.86%,0.59%,0.66%,0.34%,1.11%,2.44%
5702,Gong,6079,5.71%,(S),88.88%,(S),3.24%,1.48%
5713,Gilpin,6070,89.62%,3.81%,0.68%,1.70%,1.71%,2.49%
5767,Guadarrama,6006,2.60%,0.12%,(S),(S),0.10%,97.04%
5802,Geist,5966,95.34%,0.34%,0.64%,0.17%,1.22%,2.30%
5820,Garnica,5941,6.31%,0.50%,0.66%,0.30%,0.24%,91.99%
5821,Gerdes,5940,93.43%,1.67%,0.74%,0.35%,0.96%,2.85%
5826,Gourley,5934,94.94%,0.72%,0.44%,0.35%,1.48%,2.06%
5829,Grimaldo,5931,4.35%,(S),0.52%,(S),0.25%,94.69%
5901,Grimsley,5848,77.39%,18.13%,0.38%,0.51%,1.52%,2.07%
5903,Gudiño,5847,3.34%,0.10%,0.31%,0.10%,0.12%,96.03%
5914,Godsey,5826,90.61%,4.79%,0.31%,0.82%,1.44%,2.03%
5971,Gallego,5763,11.89%,0.71%,5.99%,0.47%,0.40%,80.55%
5976,Grégoire,5757,82.68%,10.42%,0.52%,2.41%,1.60%,2.36%
6034,Gartner,5694,94.29%,0.86%,0.70%,0.35%,1.32%,2.48%
6047,Gragg,5675,86.36%,6.27%,0.30%,1.85%,3.19%,2.03%
6084,Goulet,5637,92.30%,0.59%,0.48%,1.76%,2.39%,2.48%
6109,Georges,5611,46.03%,48.05%,0.48%,0.14%,1.80%,3.49%
6111,Gause,5610,45.61%,49.16%,0.39%,0.53%,2.23%,2.07%
6139,Gaskill,5581,92.51%,2.76%,0.56%,0.43%,1.43%,2.31%
6183,Gu,5532,2.64%,(S),94.78%,(S),0.45%,1.68%
6225,Gonsalez,5495,2.66%,0.29%,0.29%,0.25%,0.13%,96.38%
6303,Galdamez,5419,2.69%,0.26%,0.17%,(S),(S),96.70%
6315,Gagliardi,5404,94.73%,(S),0.41%,(S),0.74%,3.77%
6318,Garmon,5403,69.81%,25.73%,0.24%,0.33%,1.61%,2.28%
6353,Grau,5365,72.25%,9.86%,0.86%,0.34%,1.40%,15.30%
6362,Groce,5351,69.86%,24.74%,0.17%,0.34%,3.08%,1.81%
6389,Govea,5327,4.56%,0.30%,0.23%,0.23%,0.09%,94.59%
6394,Golding,5321,75.64%,17.95%,1.01%,1.24%,1.56%,2.59%
6421,Gillett,5293,84.07%,9.18%,0.91%,0.55%,1.55%,3.74%
6422,Gadson,5291,3.72%,90.21%,0.25%,0.26%,2.78%,2.78%
6427,Gaspard,5285,76.23%,18.09%,0.26%,0.61%,1.99%,2.82%
6427,Grose,5285,88.29%,6.47%,0.81%,0.70%,1.84%,1.89%
6447,Giddings,5267,72.75%,20.20%,0.65%,0.63%,2.28%,3.49%
6474,Grow,5246,93.60%,1.22%,0.69%,0.42%,1.58%,2.50%
6476,Gerald,5244,46.30%,46.32%,1.11%,0.59%,2.23%,3.45%
6488,Gervais,5233,86.87%,6.76%,0.84%,1.68%,1.64%,2.20%
6494,Gregorio,5228,36.30%,1.01%,19.70%,0.57%,1.89%,40.51%
6505,Greaves,5217,61.01%,31.59%,0.63%,0.63%,2.24%,3.89%
6526,Goodall,5193,76.95%,16.27%,0.85%,0.94%,2.81%,2.18%
6530,Gambrell,5190,65.97%,29.50%,0.35%,0.37%,2.29%,1.52%
6558,Gambino,5168,89.34%,0.43%,0.68%,0.15%,0.68%,8.73%
6567,Gaylord,5159,87.36%,7.27%,0.64%,0.64%,2.07%,2.02%
6571,Garofalo,5152,94.02%,0.21%,0.25%,0.14%,0.82%,4.56%
6579,Genovese,5147,95.12%,0.62%,0.64%,0.10%,0.78%,2.74%
6613,Greenway,5120,91.99%,3.81%,0.25%,0.59%,1.39%,1.97%
6623,Groom,5114,85.45%,9.52%,0.76%,0.35%,1.60%,2.31%
6638,Gehring,5100,96.02%,0.18%,0.61%,0.35%,1.27%,1.57%
6655,Galbreath,5083,72.08%,20.76%,0.53%,1.08%,2.77%,2.77%
6676,Gillum,5060,77.06%,17.43%,0.51%,0.57%,2.00%,2.43%
6729,Gainer,5012,63.29%,32.14%,0.60%,0.22%,2.09%,1.66%
6729,Gladney,5012,23.52%,71.29%,0.36%,0.36%,2.83%,1.64%
6733,Gottschalk,5010,95.05%,0.38%,0.44%,0.36%,1.66%,2.12%
6736,Gerhardt,5007,92.21%,0.42%,0.72%,0.16%,1.30%,5.19%
6739,Granado,5004,8.11%,0.64%,1.38%,0.32%,0.46%,89.09%
6757,Gott,4989,90.10%,3.19%,0.80%,1.14%,1.72%,3.05%
6771,Gebhardt,4981,95.10%,0.24%,0.72%,0.24%,1.16%,2.53%
