Rank,Name,Count,White,Black,API,AIAN,2+ Races,Hispanic
861,Small,40212,62.66%,30.81%,0.58%,1.41%,1.93%,2.61%
882,Shepard,39430,76.74%,17.05%,0.55%,0.87%,2.16%,2.63%
886,Sampson,39277,60.21%,29.99%,0.66%,3.90%,2.43%,2.80%
938,Sheppard,36960,67.37%,26.79%,0.47%,0.78%,2.03%,2.56%
951,Stuart,36540,84.01%,9.88%,0.69%,0.58%,1.81%,3.03%
957,Sanford,36312,76.62%,17.78%,0.55%,0.66%,2.01%,2.39%
964,Spence,36129,72.23%,21.74%,0.61%,0.55%,2.13%,2.73%
967,Schmitt,36043,95.68%,0.21%,0.58%,0.36%,1.18%,1.99%
968,Stanton,35997,82.89%,11.56%,0.71%,0.59%,1.90%,2.36%
1048,Shea,33329,93.84%,0.52%,1.89%,0.26%,1.23%,2.25%
1075,Slater,32584,79.20%,15.15%,0.63%,0.75%,1.74%,2.53%
1085,Sears,32206,83.36%,10.95%,0.56%,0.84%,2.06%,2.23%
1088,Snider,32148,92.28%,2.93%,0.59%,0.67%,1.70%,1.83%
1107,Springer,31643,83.29%,10.68%,0.70%,0.76%,1.96%,2.61%
1133,Shoemaker,30934,93.56%,2.17%,0.52%,0.46%,1.39%,1.90%
1158,Starr,30363,83.39%,8.22%,0.59%,2.90%,2.24%,2.66%
1169,Sweet,30051,85.15%,8.41%,0.64%,0.88%,2.16%,2.77%
1195,Sutherland,29585,83.46%,9.94%,0.69%,1.05%,1.60%,3.24%
1226,Sharpe,28879,70.96%,23.71%,0.52%,0.36%,2.13%,2.32%
1251,Sorensen,28069,94.38%,0.28%,0.79%,0.33%,1.61%,2.61%
1265,Sargent,27786,86.41%,7.83%,0.49%,1.03%,1.95%,2.30%
1290,Sinclair,27243,73.01%,19.94%,0.66%,0.71%,1.88%,3.81%
1292,Shirley,27224,82.63%,9.10%,0.62%,3.33%,2.08%,2.23%
1305,Sheehan,26902,95.22%,0.20%,0.79%,0.25%,1.33%,2.21%
1317,Stinson,26681,70.77%,23.83%,0.48%,0.45%,2.18%,2.29%
1362,Sterling,25894,63.61%,28.49%,0.69%,0.49%,2.38%,4.35%
1366,Singer,25828,90.38%,2.09%,0.93%,2.58%,1.47%,2.56%
1371,Simons,25755,85.21%,8.65%,0.65%,0.54%,1.82%,3.13%
1379,Shafer,25641,94.16%,0.80%,0.78%,0.45%,1.61%,2.20%
1388,Smart,25528,72.84%,20.26%,0.69%,1.58%,2.15%,2.48%
1393,Swartz,25444,95.26%,0.53%,0.59%,0.44%,1.29%,1.88%
1394,Seymour,25436,82.59%,10.89%,0.67%,1.40%,1.95%,2.50%
1404,Schumacher,25292,95.71%,0.28%,0.60%,0.41%,1.26%,1.74%
1412,Swain,25157,66.17%,26.79%,1.22%,0.81%,2.40%,2.61%
1418,Stern,25074,93.69%,2.20%,0.67%,0.18%,1.16%,2.11%
1452,Schafer,24543,95.30%,0.32%,0.55%,0.36%,1.38%,2.08%
1455,Stover,24526,87.36%,7.49%,0.47%,0.88%,1.74%,2.06%
1461,Schulz,24385,95.29%,0.33%,0.66%,0.25%,1.23%,2.24%
1462,Sanderson,24384,85.69%,6.60%,0.60%,2.62%,2.18%,2.31%
1469,Shapiro,24335,96.05%,0.35%,0.73%,0.06%,1.05%,1.77%
1473,Swift,24249,78.16%,15.93%,0.57%,0.92%,2.01%,2.40%
1477,Stroud,24211,77.73%,16.93%,0.55%,0.63%,2.11%,2.05%
1496,Schmitz,23931,96.03%,0.30%,0.61%,0.27%,1.01%,1.78%
1511,Steiner,23735,94.64%,0.87%,0.64%,0.23%,1.20%,2.41%
1520,Self,23595,88.29%,5.51%,0.46%,1.36%,1.89%,2.49%
1563,Swenson,23009,95.49%,0.51%,0.66%,0.36%,1.33%,1.65%
1564,Swan,23001,79.17%,12.91%,0.92%,2.19%,2.39%,2.43%
1565,Stratton,22983,90.31%,4.65%,0.60%,0.48%,1.77%,2.19%
1584,Sprague,22610,93.62%,0.92%,0.62%,0.78%,1.61%,2.45%
1601,Souza,22373,80.98%,2.70%,3.09%,0.29%,5.02%,7.92%
1614,Sewell,22294,69.47%,24.23%,0.65%,0.64%,2.61%,2.40%
1619,Stahl,22211,95.22%,0.25%,0.61%,0.36%,1.25%,2.31%
1623,Sheridan,22177,91.14%,3.55%,0.62%,0.96%,1.44%,2.29%
1623,Snell,22177,75.29%,17.34%,0.60%,1.68%,1.98%,3.11%
1632,Silver,22052,80.33%,11.89%,0.84%,1.95%,1.89%,3.10%
1674,Siegel,21536,95.83%,0.38%,0.69%,0.14%,1.01%,1.95%
1678,Sadler,21504,80.20%,14.16%,0.58%,0.56%,1.99%,2.50%
1685,Sheets,21384,93.75%,1.55%,0.43%,0.51%,1.63%,2.13%
1685,Sherwood,21384,90.71%,2.94%,0.58%,1.06%,1.65%,3.06%
1689,Stiles,21357,90.83%,3.71%,0.52%,0.75%,1.83%,2.35%
1692,Stanford,21295,71.25%,23.04%,0.58%,0.61%,2.14%,2.38%
1702,Spivey,21161,67.93%,27.22%,0.39%,0.45%,2.13%,1.89%
1738,Schaffer,20614,92.55%,3.33%,0.49%,0.40%,1.19%,2.04%
1752,Sapp,20448,75.15%,20.31%,0.46%,0.56%,1.92%,1.60%
1781,Stubbs,20134,63.97%,29.60%,0.42%,0.58%,2.14%,3.29%
1783,Sizemore,20116,93.10%,2.30%,0.36%,0.85%,1.90%,1.49%
1805,Street,19866,74.06%,20.61%,0.45%,1.12%,2.04%,1.71%
1812,Smiley,19829,62.45%,30.74%,0.42%,1.89%,2.32%,2.18%
1817,Sheffield,19738,76.36%,18.80%,0.42%,0.77%,1.77%,1.88%
1831,Shipley,19563,91.72%,2.93%,0.51%,0.82%,1.72%,2.29%
1855,Sheldon,19339,90.74%,1.84%,0.87%,1.60%,2.37%,2.58%
1867,Story,19218,83.27%,11.42%,0.38%,0.63%,1.74%,2.55%
1891,Stacy,19010,89.58%,4.68%,0.63%,1.13%,2.13%,1.85%
1899,Spaulding,18902,83.60%,9.21%,0.76%,1.77%,2.35%,2.31%
1901,Sylvester,18896,72.96%,20.72%,0.91%,0.83%,1.93%,2.65%
1909,Sumner,18838,87.80%,6.51%,0.66%,0.99%,1.83%,2.21%
1926,Smallwood,18717,68.67%,25.11%,0.43%,1.07%,2.54%,2.17%
1940,Spangler,18622,95.05%,0.74%,0.56%,0.31%,1.57%,1.76%
1944,Sands,18584,80.05%,13.01%,0.65%,1.29%,1.87%,3.13%
1951,Spicer,18501,82.21%,12.69%,0.41%,0.61%,1.97%,2.12%
1973,Stapleton,18332,84.93%,9.56%,0.40%,0.56%,1.88%,2.67%
1998,Staley,18080,82.57%,12.55%,0.62%,0.71%,1.66%,1.89%
2028,Skaggs,17778,92.95%,1.51%,0.43%,0.79%,2.14%,2.19%
2033,Shearer,17707,91.71%,3.48%,0.70%,0.41%,1.48%,2.23%
2080,Shultz,17395,94.94%,0.72%,0.72%,0.27%,1.47%,1.87%
2088,Schuster,17325,94.49%,0.61%,1.06%,0.50%,1.12%,2.22%
2091,Stringer,17300,75.75%,19.42%,0.45%,0.38%,2.05%,1.95%
2093,Stallings,17269,70.86%,23.94%,0.32%,0.50%,2.06%,2.31%
2104,Staples,17217,71.96%,21.39%,0.67%,1.59%,2.40%,2.00%
2135,Shaver,16972,91.21%,3.88%,0.58%,0.55%,1.61%,2.16%
2152,Schwab,16870,95.55%,0.27%,0.63%,0.31%,1.14%,2.09%
2171,Schrader,16727,95.46%,0.33%,0.50%,0.44%,1.20%,2.07%
2183,Schulte,16658,95.88%,0.19%,0.61%,0.19%,1.14%,1.99%
2200,Schilling,16546,94.77%,0.32%,0.68%,0.42%,1.51%,2.30%
2246,Stoner,16204,91.13%,4.38%,0.48%,0.60%,1.44%,1.97%
2262,Shook,16070,94.50%,0.86%,0.57%,0.70%,1.61%,1.77%
2269,Schreiber,16034,95.75%,0.25%,0.52%,0.30%,1.05%,2.13%
2272,Schaeffer,16024,92.84%,1.65%,0.62%,1.07%,1.26%,2.56%
2275,Sams,16014,74.66%,19.47%,0.56%,0.82%,2.30%,2.19%
2276,Saylor,16010,92.94%,2.72%,0.39%,0.56%,1.40%,1.99%
2284,Sorenson,15962,94.76%,0.41%,0.64%,0.54%,1.59%,2.06%
2295,Schwarz,15884,94.26%,0.26%,0.71%,0.18%,1.35%,3.23%
2303,St. John,15843,86.41%,5.66%,0.66%,2.25%,1.69%,3.34%
2307,Stauffer,15821,96.04%,0.17%,0.46%,0.32%,1.22%,1.79%
2310,Scruggs,15808,60.91%,34.07%,0.37%,0.39%,2.34%,1.94%
2311,Stoltzfus,15786,99.00%,0.10%,0.10%,0.10%,0.23%,0.48%
2330,Skelton,15624,88.33%,6.23%,0.74%,0.60%,1.97%,2.13%
2339,Shipman,15581,79.58%,14.79%,0.47%,0.92%,1.99%,2.25%
2364,Sauer,15430,94.92%,0.43%,0.80%,0.20%,1.32%,2.33%
2370,Sousa,15377,89.11%,1.65%,0.86%,0.25%,1.43%,6.70%
2415,Starkey,15004,88.28%,6.35%,0.63%,0.80%,1.79%,2.15%
2425,Strange,14948,82.36%,12.90%,0.48%,0.56%,1.57%,2.12%
2448,Schuler,14745,92.17%,2.86%,0.84%,0.55%,1.53%,2.05%
2462,Salter,14641,69.76%,24.94%,0.55%,0.77%,2.09%,1.89%
2463,Silverman,14636,95.09%,0.81%,0.88%,0.11%,1.09%,2.02%
2469,St. Clair,14590,84.73%,8.12%,0.41%,2.23%,2.06%,2.45%
2479,Stearns,14554,90.99%,3.00%,0.71%,0.76%,1.76%,2.78%
2486,Salmon,14511,69.37%,17.17%,1.47%,0.47%,2.06%,9.45%
2507,Starnes,14442,87.94%,7.81%,0.44%,0.46%,1.34%,2.00%
2514,Staton,14413,65.77%,29.16%,0.43%,0.57%,2.08%,1.98%
2531,Stoddard,14317,91.71%,3.31%,0.58%,0.39%,1.79%,2.22%
2533,Shelley,14300,85.02%,9.74%,0.66%,0.83%,1.69%,2.05%
2539,Stump,14257,93.65%,0.74%,0.51%,1.74%,1.42%,1.94%
2573,Seay,14046,66.84%,27.84%,0.38%,0.58%,2.66%,1.69%
2574,Squires,14045,88.80%,5.96%,0.64%,0.55%,1.77%,2.29%
2577,Satterfield,14023,83.37%,11.20%,0.47%,0.85%,2.08%,2.04%
2604,Strauss,13840,93.34%,1.53%,0.77%,0.30%,1.10%,2.96%
2635,Storey,13669,84.12%,10.10%,0.60%,0.72%,1.58%,2.87%
2640,Sherrill,13631,81.21%,11.81%,2.16%,0.67%,2.13%,2.01%
2666,Stamper,13528,89.81%,5.29%,0.50%,0.95%,1.67%,1.77%
2682,Scherer,13421,95.13%,0.42%,0.66%,0.35%,1.20%,2.24%
2692,Slack,13377,82.95%,11.62%,0.52%,0.42%,1.85%,2.65%
2696,Shell,13369,75.17%,18.48%,0.78%,1.22%,2.15%,2.20%
2700,Shank,13343,91.97%,2.77%,1.57%,0.48%,1.04%,2.16%
2709,Stockton,13306,84.56%,8.62%,0.37%,0.86%,2.47%,3.13%
2712,Spear,13284,86.89%,7.40%,0.49%,0.78%,1.94%,2.50%
2719,Seaman,13237,92.27%,1.56%,0.97%,0.55%,1.89%,2.76%
2768,Salisbury,13038,91.41%,3.17%,0.65%,0.52%,1.85%,2.40%
2773,Schell,13016,93.12%,1.65%,0.68%,0.55%,1.58%,2.42%
2776,Steen,12989,82.16%,12.58%,0.46%,0.69%,1.87%,2.23%
2818,Snodgrass,12806,93.43%,2.06%,0.43%,0.59%,1.52%,1.96%
2822,Schofield,12790,87.95%,6.66%,0.59%,0.69%,1.58%,2.53%
2832,Stock,12722,94.91%,0.55%,0.54%,0.36%,1.50%,2.14%
2841,Steinberg,12709,95.32%,0.52%,0.79%,0.16%,0.97%,2.25%
2855,Seitz,12630,95.67%,0.36%,0.67%,0.33%,1.13%,1.84%
2856,Schubert,12629,93.92%,0.31%,0.78%,0.37%,1.43%,3.20%
2861,Slade,12599,64.27%,29.53%,0.80%,0.26%,2.58%,2.55%
2877,Shockley,12504,83.36%,11.56%,0.38%,0.58%,2.22%,1.89%
2901,Sisk,12365,90.77%,3.53%,0.36%,1.23%,1.65%,2.45%
2904,Still,12354,80.14%,13.23%,0.45%,1.52%,2.47%,2.19%
2916,Swann,12293,67.02%,26.23%,0.62%,1.04%,2.81%,2.28%
2925,Scarborough,12252,80.44%,14.85%,0.38%,0.60%,1.51%,2.22%
2956,Slone,12142,94.14%,1.87%,0.69%,0.56%,1.50%,1.24%
2957,Spurlock,12141,82.18%,13.08%,0.37%,0.42%,1.95%,2.00%
2979,Stoll,12032,94.00%,0.94%,0.77%,0.49%,1.48%,2.32%
2987,Streeter,11988,65.22%,29.18%,0.48%,0.48%,2.19%,2.46%
2996,Stack,11967,92.70%,1.79%,0.82%,0.36%,1.57%,2.76%
3008,Selby,11908,81.23%,13.34%,0.56%,0.60%,1.97%,2.29%
3026,Stuckey,11846,67.01%,28.41%,0.35%,0.57%,1.92%,1.73%
3031,Shanks,11822,78.10%,16.05%,0.62%,0.75%,2.17%,2.31%
3041,Speer,11770,91.64%,1.78%,0.59%,0.61%,1.74%,3.64%
3055,Smalley,11737,84.84%,9.42%,0.55%,0.80%,2.01%,2.38%
3063,Sommers,11706,93.82%,1.67%,0.53%,0.50%,1.54%,1.94%
3069,Soares,11694,74.30%,8.41%,4.14%,0.37%,4.73%,8.06%
3080,Sommer,11662,94.67%,0.28%,0.73%,0.63%,1.29%,2.40%
3093,Spain,11628,73.07%,20.06%,0.64%,1.01%,2.46%,2.74%
3101,Scanlon,11610,95.41%,0.42%,0.75%,0.22%,1.11%,2.09%
3107,Simpkins,11585,64.80%,30.10%,0.41%,0.42%,2.43%,1.84%
3130,Shackelford,11525,77.31%,17.11%,0.51%,0.90%,2.13%,2.03%
3144,Steffen,11494,95.58%,0.30%,0.71%,0.23%,1.24%,1.93%
3150,Sample,11471,68.43%,25.25%,0.66%,0.46%,2.44%,2.75%
3165,Schmid,11400,95.47%,0.23%,0.84%,0.36%,1.15%,1.95%
3177,Sisson,11380,90.48%,4.16%,0.59%,0.77%,1.92%,2.07%
3195,Shuler,11315,69.76%,26.02%,0.38%,0.54%,1.51%,1.79%
3215,Stanfield,11229,80.47%,13.97%,0.61%,0.47%,1.97%,2.50%
3219,Shipp,11217,69.70%,24.79%,0.54%,0.64%,2.12%,2.20%
3222,Sage,11207,89.42%,1.53%,0.85%,3.23%,1.96%,3.02%
3231,South,11178,88.15%,6.03%,0.87%,0.49%,1.87%,2.59%
3246,Samson,11123,62.88%,9.00%,20.72%,0.76%,3.39%,3.25%
3248,Switzer,11114,90.96%,3.65%,0.67%,0.43%,1.66%,2.63%
3264,Seeley,11061,92.43%,1.87%,0.68%,0.93%,1.98%,2.11%
3265,Strand,11051,90.32%,4.94%,0.59%,0.43%,1.62%,2.10%
3280,Sell,11014,95.05%,0.64%,0.95%,0.39%,1.00%,1.96%
3310,Skidmore,10841,92.55%,2.14%,0.43%,1.53%,1.35%,2.00%
3312,Seibert,10826,95.10%,1.05%,0.56%,0.25%,1.03%,2.00%
3333,Somers,10762,91.29%,2.56%,1.25%,0.46%,1.58%,2.85%
3355,Stowe,10668,84.15%,10.25%,0.64%,0.54%,1.84%,2.58%
3376,Stepp,10571,90.40%,4.76%,0.40%,0.86%,1.89%,1.69%
3386,Schrock,10549,95.94%,0.62%,0.37%,0.47%,1.20%,1.39%
3390,Sager,10541,92.54%,2.12%,1.32%,0.33%,1.72%,1.97%
3407,Snead,10500,62.78%,31.21%,0.51%,0.85%,2.70%,1.95%
3408,Seifert,10499,95.32%,0.34%,0.59%,0.13%,1.10%,2.51%
3430,Seward,10399,74.66%,19.67%,0.59%,0.55%,2.54%,2.00%
3436,Severson,10391,93.57%,1.34%,0.82%,0.57%,1.41%,2.29%
3457,Skipper,10338,77.29%,18.03%,0.42%,0.53%,1.88%,1.86%
3475,Sikes,10280,91.59%,3.44%,0.42%,0.72%,1.40%,2.43%
3484,Steed,10250,76.08%,17.46%,2.10%,0.60%,1.68%,2.08%
3490,Searcy,10243,64.21%,29.63%,0.38%,0.26%,2.66%,2.86%
3504,Sowers,10198,92.65%,2.80%,0.48%,0.38%,1.62%,2.07%
3523,Shore,10130,93.27%,1.95%,0.80%,0.79%,1.35%,1.84%
3544,Schweitzer,10068,95.45%,0.26%,0.72%,0.37%,1.26%,1.95%
3558,Sanborn,10025,93.77%,0.53%,1.26%,0.58%,2.02%,1.85%
3567,Starling,10004,68.44%,26.75%,0.37%,0.67%,1.77%,2.00%
3573,Stine,9979,93.90%,1.43%,0.54%,0.57%,1.47%,2.08%
3585,Stephen,9925,61.82%,24.04%,8.63%,0.56%,2.24%,2.70%
3596,Storm,9895,93.17%,1.13%,0.54%,1.07%,1.98%,2.11%
3607,Schott,9842,95.19%,0.38%,0.45%,0.26%,1.36%,2.36%
3624,Schindler,9801,95.33%,0.20%,0.65%,0.93%,1.05%,1.84%
3640,Sutter,9760,93.02%,1.56%,0.65%,0.55%,1.47%,2.76%
3682,Saleh,9656,76.87%,4.66%,5.20%,0.06%,9.01%,4.19%
3685,St. Pierre,9638,89.98%,4.41%,0.37%,1.90%,1.62%,1.72%
3691,Straub,9624,95.45%,0.86%,0.54%,0.25%,1.26%,1.64%
3696,Sowell,9612,62.41%,32.25%,0.31%,0.34%,2.34%,2.34%
3710,Shull,9565,94.61%,0.78%,0.48%,0.38%,1.45%,2.30%
3720,Stacey,9520,88.96%,4.93%,0.49%,1.25%,1.71%,2.66%
3724,Staggs,9514,92.42%,1.82%,0.53%,0.98%,1.77%,2.49%
3726,Saxton,9509,78.19%,15.81%,0.55%,0.58%,2.27%,2.61%
3732,Scroggins,9495,72.20%,20.66%,0.35%,1.22%,2.61%,2.96%
3741,Smyth,9470,91.89%,2.84%,0.62%,0.33%,1.38%,2.94%
3742,Sibley,9467,75.41%,19.99%,0.46%,0.51%,2.03%,1.61%
3751,Salerno,9440,92.67%,0.35%,0.48%,0.11%,1.26%,5.14%
3754,Swisher,9431,93.78%,1.36%,0.52%,0.47%,1.40%,2.48%
3759,Seaton,9423,78.72%,14.27%,0.44%,1.77%,2.01%,2.79%
3777,Swafford,9369,87.19%,7.60%,0.50%,0.72%,2.07%,1.92%
3787,Scholl,9351,96.12%,0.25%,0.58%,0.35%,1.19%,1.52%
3792,Stull,9324,94.12%,1.65%,0.56%,0.40%,1.32%,1.95%
3797,Seal,9316,91.04%,2.25%,2.08%,0.88%,1.67%,2.07%
3832,Sturm,9242,95.30%,0.41%,0.45%,0.47%,1.46%,1.90%
3843,Shay,9212,88.76%,2.30%,3.20%,2.14%,1.41%,2.18%
3856,Sweat,9194,74.69%,18.85%,0.33%,1.94%,2.19%,2.01%
3862,Stutzman,9185,97.20%,0.21%,0.36%,0.19%,0.81%,1.24%
3868,Smoot,9168,66.24%,28.72%,0.52%,0.46%,2.55%,1.51%
3877,Strom,9142,93.47%,1.40%,1.04%,0.79%,1.35%,1.96%
3884,Schiller,9132,94.89%,0.47%,0.95%,0.31%,1.27%,2.11%
3899,Slocum,9102,85.89%,9.28%,0.49%,0.42%,1.81%,2.10%
3900,Smail,9097,66.48%,27.50%,0.49%,0.60%,2.46%,2.45%
3906,Sander,9090,87.73%,5.78%,1.28%,0.39%,1.55%,3.28%
3911,See,9081,73.59%,1.68%,19.51%,0.75%,2.00%,2.46%
3937,Shuman,9043,87.92%,6.34%,2.00%,0.43%,1.42%,1.89%
3950,Sturgeon,9007,90.40%,2.42%,0.89%,0.69%,1.68%,3.93%
3956,Sigler,8992,82.86%,8.90%,0.58%,0.33%,1.42%,5.91%
3965,Simonson,8968,93.08%,1.47%,0.72%,0.83%,1.55%,2.35%
3992,Sabo,8899,94.58%,0.45%,1.01%,0.33%,0.96%,2.67%
3999,Strain,8883,87.07%,7.93%,0.56%,0.68%,1.78%,1.99%
4002,Stubblefield,8878,72.32%,21.68%,0.35%,0.77%,1.98%,2.89%
4035,Southard,8808,92.93%,1.78%,0.48%,0.90%,1.74%,2.18%
4044,Showalter,8786,95.15%,0.93%,0.57%,0.59%,1.21%,1.55%
4053,Spring,8757,90.21%,3.30%,0.81%,1.15%,1.77%,2.75%
4059,Szymanski,8748,96.86%,0.23%,0.45%,0.19%,0.71%,1.57%
4060,Scully,8747,93.61%,2.06%,0.62%,0.16%,1.38%,2.17%
4076,Santoro,8713,92.86%,0.24%,0.73%,0.10%,0.92%,5.14%
4082,Slattery,8695,95.83%,0.24%,0.46%,0.23%,1.08%,2.16%
4099,Samples,8663,87.75%,7.45%,0.36%,0.51%,1.74%,2.19%
4104,Sorrell,8641,76.43%,16.28%,0.41%,2.56%,2.30%,2.03%
4110,Sells,8633,80.46%,10.04%,0.47%,3.54%,2.71%,2.77%
4119,Shanahan,8616,94.82%,0.24%,1.02%,0.19%,1.20%,2.53%
4125,Spalding,8601,88.16%,6.01%,0.62%,0.90%,1.81%,2.50%
4135,Slagle,8573,95.07%,0.27%,0.55%,0.41%,1.24%,2.47%
4147,Shifflett,8544,95.80%,0.63%,0.36%,0.29%,1.42%,1.50%
4163,Sharkey,8514,87.32%,7.48%,0.69%,0.81%,1.39%,2.31%
4164,Schulze,8509,95.05%,0.41%,0.59%,0.28%,1.32%,2.35%
4165,Shumaker,8508,93.91%,2.94%,0.41%,0.18%,1.27%,1.29%
4196,Sturgill,8444,95.76%,0.56%,0.30%,0.52%,1.47%,1.40%
4204,Seidel,8430,95.41%,0.17%,0.59%,0.44%,1.26%,2.14%
4205,Snipes,8428,63.57%,32.14%,0.37%,0.32%,1.90%,1.70%
4206,Sandlin,8421,91.88%,3.57%,0.36%,0.78%,1.38%,2.03%
4210,Sandberg,8416,95.13%,0.24%,0.72%,0.46%,1.35%,2.09%
4211,Swope,8415,90.17%,4.71%,0.78%,0.50%,1.79%,2.04%
4215,Salem,8404,79.11%,4.18%,6.09%,0.25%,4.70%,5.68%
4252,Southerland,8336,77.53%,16.46%,0.46%,1.07%,2.27%,2.22%
4256,Siler,8327,75.08%,19.65%,0.49%,0.32%,1.98%,2.47%
4256,Scarbrough,8327,85.47%,10.10%,0.32%,0.68%,1.73%,1.69%
4276,Shumate,8311,86.82%,8.84%,0.58%,0.46%,1.55%,1.74%
4282,Scoggins,8302,85.16%,9.13%,0.59%,0.98%,1.89%,2.25%
4319,Sprouse,8229,93.88%,2.11%,0.36%,0.32%,1.47%,1.86%
4329,Settle,8202,82.69%,10.78%,0.62%,0.49%,1.98%,3.45%
4334,Sides,8194,91.31%,3.86%,0.48%,0.54%,1.64%,2.18%
4344,Seiler,8170,94.81%,0.50%,0.53%,0.27%,1.47%,2.42%
4352,Sammons,8161,89.43%,5.54%,0.44%,1.04%,1.62%,1.94%
4359,Schreiner,8152,95.50%,0.17%,0.69%,0.34%,1.05%,2.24%
4363,Stinnett,8142,88.65%,6.18%,0.53%,0.69%,2.01%,1.94%
4365,Schoen,8140,95.63%,0.64%,0.71%,0.43%,1.01%,1.58%
4374,Strunk,8129,96.28%,0.27%,0.27%,0.33%,1.32%,1.53%
4424,Shinn,8038,83.53%,4.83%,6.37%,0.78%,1.97%,2.53%
4426,Steinmetz,8032,95.65%,0.31%,0.51%,0.21%,1.10%,2.22%
4440,Sisco,7993,84.65%,7.58%,0.64%,1.33%,2.40%,3.40%
4449,Sayre,7973,94.31%,0.54%,0.69%,0.34%,1.19%,2.93%
4451,Segal,7972,92.32%,1.29%,1.63%,0.29%,1.48%,2.99%
4506,Swearingen,7872,91.02%,2.76%,0.46%,0.77%,2.10%,2.90%
4522,Stephan,7840,93.48%,1.10%,0.80%,1.12%,1.24%,2.26%
